orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00444435000125,3201308,Cariacica,ES,1,1,1,8400.0,0.0,26.0
00536717000152,3200300,Alfredo Chaves,ES,1,1,1,61500.0,0.0,4.0
00634997000131,3167202,Sete Lagoas,MG,1,1,1,1140000.0,0.0,60.0
00734571000150,2704302,Maceió,AL,1,1,1,41906.4,1.0,11.0
00955107000193,3543907,Rio Claro,SP,2,2,2,1240556.5,0.0,8.0
00999472000108,5220454,Senador Canedo,GO,18,2,18,2232000.0,0.0,74.0
01072472000112,3543402,Ribeirão Preto,SP,1,1,1,1016942.7,0.0,6.0
01282378000198,4217105,São Martinho,SC,4,4,4,1962.55,1.0,1.5
01420402000108,1504208,Marabá,PA,2,2,2,10677.3,0.5,0.0
01465988000127,5213103,Mineiros,GO,4,4,4,73679.65,0.0,5.0
01746653000187,4208807,Jaguaruna,SC,16,9,15,41629.2,1.0,1.0
01815216000178,5218805,Rio Verde,GO,7,7,7,15787532.5,0.0,6.0
01824828000127,4209409,Laguna,SC,3,2,2,3854.7599999999998,1.0,3.0
01896727000161,4210803,Meleiro,SC,3,2,2,527.63,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,3,2,2,637.5,1.0,2.0
02073207000111,4206108,Grão-Pará,SC,8,3,6,13344.679999999998,1.0,1.0
02247113000111,4209003,Joaçaba,SC,1,1,1,348.0,1.0,1.0
02316487000141,5213103,Mineiros,GO,1,1,1,8017.5,0.0,47.0
02406542000194,4215802,São Bento do Sul,SC,2,2,2,8138.0,0.5,6.0
02482295000105,4208450,Itapoá,SC,12,6,9,52494.74,1.0,2.0
02983473000181,2910800,Feira de Santana,BA,1,1,1,17717.0,0.0,6.0
03183869000107,3531100,Mongaguá,SP,1,1,1,19440.0,0.0,13.0
03230443000167,4211702,Orleans,SC,1,1,1,1999.0,1.0,7.0
03347877000141,4218509,Treze Tílias,SC,6,3,6,2716.87,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,10,5,8,5043.57,1.0,1.0
03532661000156,5205109,Catalão,GO,1,1,1,18350.0,0.0,8.0
03587439000150,5205109,Catalão,GO,1,1,1,186.3,0.0,18.0
03598106000127,2804805,Nossa Senhora do Socorro,SE,1,1,1,59322.24,0.0,63.0
03608586000160,4113700,Londrina,PR,1,1,1,9955.7,1.0,1.0
03999531000128,3301306,Casimiro de Abreu,RJ,1,1,1,80000.0,0.0,5.0
04124168000160,3135100,Janaúba,MG,1,1,1,9345.0,0.0,24.0
04402872000137,4212809,Balneário Piçarras,SC,1,1,1,1.0,0.0,0.0
04515660000166,4202404,Blumenau,SC,4,1,3,1263.9299999999998,1.0,2.0
04621712000189,5210000,Inhumas,GO,1,1,1,55000.0,0.0,3.0
04691691000178,3549805,São José do Rio Preto,SP,2,2,2,3939.64,0.0,0.0
04755973000191,5221601,Uruaçu,GO,1,1,1,96303.33,0.0,56.0
04794805000105,3541406,Presidente Prudente,SP,1,1,1,25000.0,0.0,3.0
04828495000100,5211909,Jataí,GO,1,1,1,550.0,0.0,5.0
04846427000166,5206404,Crixás,GO,1,1,1,57500.0,0.0,82.0
04870834000109,4316907,Santa Maria,RS,1,1,1,65993.41,1.0,11.0
04927953000150,4215802,São Bento do Sul,SC,2,2,2,14615.0,1.0,4.0
05002419000104,3503802,Artur Nogueira,SP,1,1,1,111484.0,0.0,25.0
05019767000186,5205000,Carmo do Rio Verde,GO,2,2,2,6590.0,0.0,6.0
05029092000156,4203907,Capinzal,SC,29,9,26,125969.12,1.0,1.0
05156411000194,2914703,Itaberaba,BA,2,1,2,58090.0,0.0,0.0
05168149000106,5211701,Jandaia,GO,1,1,1,49200.0,0.0,91.0
05244336000113,2611606,Recife,PE,1,1,1,13410.0,1.0,11.0
05298824000103,4209003,Joaçaba,SC,1,1,1,320.0,1.0,14.0
05472936000139,4208203,Itajaí,SC,2,2,2,67361.52,0.0,30.5
05532421000187,4209300,Lages,SC,1,1,1,115.8,1.0,1.0
05593119000139,5204508,Caldas Novas,GO,41,1,40,4124012.16,0.0,22.0
05774805000106,4216602,São José,SC,4,1,4,549.8,1.0,1.0
05806495000164,5211909,Jataí,GO,1,1,1,13205.0,0.0,7.0
06073250000138,4207106,Ilhota,SC,9,4,7,25645.510000000002,1.0,1.0
06075901000129,5221007,Taquaral de Goiás,GO,2,1,2,40745.0,0.0,166.0
06089125000116,4207908,Irineópolis,SC,5,4,5,19710.29,1.0,1.0
06129491000151,5208509,Goiandira,GO,1,1,1,1671.8,0.0,1.0
06217954000137,2101707,Barreirinhas,MA,2,2,2,1319025.0,0.0,62.5
06231312000192,4209409,Laguna,SC,7,3,5,4008.3,1.0,2.0
06698248000154,3201506,Colatina,ES,8,6,7,1973300.49,0.0,25.0
06741243000167,2303204,Caririaçu,CE,1,1,1,573450.0,0.0,1.0
06916689000185,3509502,Campinas,SP,2,1,2,1632.0,0.0,7.0
07095193000150,2302602,Camocim,CE,1,1,1,50854.69,0.0,5.0
07222467000125,5210000,Inhumas,GO,6,2,5,369129.1,0.3333333333333333,6.0
07556356000155,3526803,Lençóis Paulista,SP,1,1,1,229.18,0.0,18.0
07556717000163,5212501,Luziânia,GO,5,2,2,28510.0,0.0,1.0
07750478000188,3551702,Sertãozinho,SP,12,10,8,231063.25,0.0,7.0
07777639000127,5210109,Ipameri,GO,1,1,1,6201.0,0.0,7.0
07789410000102,4207502,Indaial,SC,1,1,1,344.0,1.0,1.0
07804588000185,5211404,Itauçu,GO,3,1,3,1114600.0,0.0,49.0
07861703000153,5210208,Iporá,GO,2,2,2,13957.380000000001,0.0,71.5
08083086000175,5203302,Bela Vista de Goiás,GO,34,1,33,2381827.1,0.0,21.0
08184821000137,4209102,Joinville,SC,7,4,7,7834829.25,1.0,0.0
08194799000106,2609105,Machados,PE,1,1,1,114625.79,0.0,24.0
08259606000158,4208203,Itajaí,SC,7,2,6,38491.21,1.0,1.0
08281643000162,4215802,São Bento do Sul,SC,9,7,9,68597.63,1.0,1.0
08345495000100,4201307,Araquari,SC,5,1,1,12722.0,1.0,2.0
08351513000159,5204003,Cabeceiras,GO,5,5,2,103976.85,0.0,11.0
08438054000145,4201109,Anitápolis,SC,8,5,8,7720.8279999999995,1.0,1.0
08595042000124,4203600,Campos Novos,SC,29,11,23,102432.3,1.0,1.0
08692266000154,4203709,Canelinha,SC,3,3,3,20433.28,1.0,1.0
08712299000119,5204003,Cabeceiras,GO,2,2,2,44509.57,0.0,18.0
08806026000133,4216909,São Lourenço do Oeste,SC,1,1,1,559.12,1.0,1.0
08857731000160,4206009,Governador Celso Ramos,SC,2,1,2,13420.0,1.0,0.0
08858200000191,4211504,Nova Trento,SC,2,2,2,1809.0,1.0,2.5
08931506000126,4128104,Umuarama,PR,12,5,12,676483.41,0.5833333333333334,12.5
08971900000198,4217253,São Pedro de Alcântara,SC,2,2,2,46538.8,1.0,1.0
08999257000100,4202305,Biguaçu,SC,49,11,37,145038.93839999998,1.0,2.0
09129733000103,4212908,Pinhalzinho,SC,1,1,1,1248000.0,0.0,0.0
09240588000125,4218707,Tubarão,SC,34,7,28,496839.0,1.0,1.0
09356616000174,2504009,Campina Grande,PB,1,1,1,4950.0,1.0,6.0
09362501000192,4202453,Bombinhas,SC,1,1,1,1280.0,1.0,3.0
09388320000135,4211702,Orleans,SC,1,1,1,13599.99,1.0,1.0
09509569000151,4313409,Novo Hamburgo,RS,1,1,1,4068.24,0.0,5.0
09510197000183,5203575,Bonópolis,GO,1,1,1,48000.0,0.0,33.0
09522642000125,4214300,Rancho Queimado,SC,7,4,7,2272.255,1.0,1.0
10237604000100,2314003,Várzea Alegre,CE,1,1,1,48000.0,0.0,35.0
10277035000126,2413805,Taboleiro Grande,RN,1,1,1,5460.0,1.0,15.0
10316445000139,2600401,Água Preta,PE,1,1,1,57131.66,0.0,10.0
10324957000147,4202131,Bela Vista do Toldo,SC,4,2,3,2546.1,1.0,1.5
10391817000191,4204004,Catanduvas,SC,1,1,1,450.0,1.0,7.0
