orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00091238000170,4208906,Jaraguá do Sul,SC,3,3,3,63599.079999999994,0.3333333333333333,7.0
00324208000166,3107307,Bocaiúva,MG,1,1,1,51000.0,0.0,0.0
00536717000152,3200300,Alfredo Chaves,ES,3,3,3,132323.05,0.0,10.0
00955107000193,3543907,Rio Claro,SP,3,1,2,1770.0,0.0,8.0
01349236000109,4202800,Braço do Norte,SC,14,1,10,74927.74,1.0,1.0
01465988000127,5213103,Mineiros,GO,4,4,4,8703.89,0.0,33.0
01610999000153,4203303,Campo Alegre,SC,4,4,4,830.77,1.0,1.0
01671721000196,3550100,São Manuel,SP,1,1,1,11390.0,0.0,11.0
01746653000187,4208807,Jaguaruna,SC,58,10,31,132787.3936,1.0,1.0
01796840000175,4215000,Rio Negrinho,SC,1,1,1,22000.0,1.0,2.0
01815216000178,5218805,Rio Verde,GO,20,5,20,987338.21,0.0,10.0
01850671000104,4203600,Campos Novos,SC,9,7,8,10197.51,1.0,2.0
01896727000161,4210803,Meleiro,SC,1,1,1,645.0,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,6,6,6,324399.36,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,4,2,4,7945.641,1.0,2.5
02247113000111,4209003,Joaçaba,SC,1,1,1,97249.35,1.0,1.0
02310729000190,3505203,Bariri,SP,2,1,2,70405.0,0.0,6.0
02406542000194,4215802,São Bento do Sul,SC,2,1,2,2419.0,1.0,2.0
02482295000105,4208450,Itapoá,SC,9,4,7,20363.34,1.0,1.0
02524947000127,3301876,Iguaba Grande,RJ,2,2,2,24500.0,0.0,8.0
02762633000162,2914802,Itabuna,BA,3,1,3,459380.25,0.0,0.0
03061303000102,3500105,Adamantina,SP,3,1,3,111074.0,0.0,31.0
03264792000108,4216206,São Francisco do Sul,SC,40,6,24,74430.041,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,15,9,13,9903.075,1.0,1.0
03587269000104,5201306,Anicuns,GO,1,1,1,88759.0,0.0,0.0
03838193000142,4215000,Rio Negrinho,SC,1,1,1,795.0,1.0,2.0
03842931000125,4208203,Itajaí,SC,1,1,1,115200.0,1.0,2.0
04244525000123,5220009,São João d'Aliança,GO,1,1,1,1079.4,0.0,5.0
04402872000137,4212809,Balneário Piçarras,SC,2,1,2,2.0,0.0,0.0
04691691000178,3549805,São José do Rio Preto,SP,4,3,4,384270.0,0.0,21.5
04776218000193,5211909,Jataí,GO,1,1,1,5808.0,0.0,9.0
04828495000100,5211909,Jataí,GO,3,3,2,5754.01,0.0,1.0
04927953000150,4215802,São Bento do Sul,SC,1,1,1,118.35,1.0,1.0
05002371000126,4219309,Videira,SC,1,1,1,462.0,1.0,1.0
05002963000148,5213103,Mineiros,GO,1,1,1,850.0,0.0,1.0
05029092000156,4203907,Capinzal,SC,28,11,23,6140103.72,0.75,6.0
05078585000186,3506508,Birigui,SP,1,1,1,2111.74,0.0,21.0
05106805000138,5204805,Campo Alegre de Goiás,GO,5,2,3,20045.4,0.0,10.0
05211356000198,3550407,São Pedro,SP,5,5,5,64060.0,0.0,7.0
05291631000120,3504008,Assis,SP,1,1,1,14410.14,0.0,0.0
05309627000142,2303709,Caucaia,CE,1,1,1,47763.0,1.0,30.0
05452595000130,5220108,São Luís de Montes Belos,GO,1,1,1,120000.0,0.0,59.0
05577643000116,2303709,Caucaia,CE,1,1,1,76420.8,1.0,30.0
05636771000193,3550308,São Paulo,SP,2,2,2,12159674.24,0.0,106.5
05820327000123,5203500,Bom Jesus de Goiás,GO,1,1,1,62415.0,0.0,38.0
06073250000138,4207106,Ilhota,SC,2,2,2,2231.76,1.0,1.5
06079623000188,1501303,Barcarena,PA,1,1,1,165000.0,0.0,6.0
06089125000116,4207908,Irineópolis,SC,3,2,2,873.5,1.0,2.0
06092743000115,1707207,Dois Irmãos do Tocantins,TO,1,1,1,11357898.67,0.0,10.0
06129491000151,5208509,Goiandira,GO,1,1,1,6750.0,0.0,0.0
06231312000192,4209409,Laguna,SC,4,2,4,11620.0,1.0,1.5
06968400000171,5205901,Corumbaíba,GO,1,1,1,38400.0,0.0,36.0
07095193000150,2302602,Camocim,CE,1,1,1,59880.0,0.0,8.0
07222467000125,5210000,Inhumas,GO,23,3,17,1999797.69,0.0,7.0
07252975000156,3106200,Belo Horizonte,MG,1,1,1,42000.0,1.0,137.0
07276220000191,3106200,Belo Horizonte,MG,1,1,1,690.0,0.0,290.0
07297627000103,5203500,Bom Jesus de Goiás,GO,1,1,1,5541.78,0.0,49.0
07314524000104,5200506,Aloândia,GO,1,1,1,5500.0,0.0,7.0
07750478000188,3551702,Sertãozinho,SP,9,6,5,81926.33,0.0,7.0
07789410000102,4207502,Indaial,SC,1,1,1,576.0,1.0,1.0
07804588000185,5211404,Itauçu,GO,1,1,1,27600.0,0.0,20.0
07821223000169,4202404,Blumenau,SC,1,1,1,1762.2,1.0,1.0
07854402000100,4202008,Balneário Camboriú,SC,1,1,1,86148.76,0.0,6.0
07933452000175,4211900,Palhoça,SC,1,1,1,247794.2,0.0,22.0
08046438000112,3508108,Buritama,SP,2,1,1,38401.8,0.0,15.0
08083086000175,5203302,Bela Vista de Goiás,GO,7,7,7,1147000.0,0.0,8.0
08151884000197,4126256,Sarandi,PR,1,1,1,34600.0,0.0,2.0
08184785000101,4209102,Joinville,SC,7,2,3,15478.76,1.0,2.0
08184821000137,4209102,Joinville,SC,11,7,9,156124.02,1.0,0.0
08281643000162,4215802,São Bento do Sul,SC,21,9,17,131893.2,1.0,1.0
08289417000128,4212304,Paulo Lopes,SC,13,4,12,8359.960000000001,1.0,1.0
08345495000100,4201307,Araquari,SC,1,1,1,860.0,1.0,1.0
08361788000173,4216305,São João Batista,SC,1,1,1,90000.0,0.0,7.0
08418330000103,5203939,Buriti de Goiás,GO,38,2,22,1508845.0,0.0,32.0
08438054000145,4201109,Anitápolis,SC,2,2,2,545.28,1.0,4.0
08595042000124,4203600,Campos Novos,SC,8,5,7,3609.52,1.0,1.0
08677428000185,5203302,Bela Vista de Goiás,GO,6,5,5,488936.0,0.0,9.0
08678243000195,5205455,Cezarina,GO,1,1,1,44450.0,0.0,7.0
08715618000140,2507507,João Pessoa,PB,1,1,1,3500.0,0.0,7.0
08806043000170,4216909,São Lourenço do Oeste,SC,2,2,2,1844.0,1.0,2.0
08857731000160,4206009,Governador Celso Ramos,SC,19,9,13,152889.98,1.0,2.0
08858200000191,4211504,Nova Trento,SC,81,8,32,121970.355,1.0,1.0
08971900000198,4217253,São Pedro de Alcântara,SC,1,1,1,1490.0,1.0,1.0
08999257000100,4202305,Biguaçu,SC,17,11,15,133012.6826,1.0,2.0
09097711000109,5220454,Senador Canedo,GO,1,1,1,180000.0,0.0,6.0
09129733000103,4212908,Pinhalzinho,SC,1,1,1,700000.0,0.0,0.0
09149617000148,4218707,Tubarão,SC,2,2,2,109884.0,0.0,6.0
09240588000125,4218707,Tubarão,SC,7,5,7,33149.392,1.0,1.0
