orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00202770000117,5003256,Costa Rica,MS,1,1,1,517030.0,1.0,74.0
00460408000146,3110608,Cambuí,MG,1,1,1,239000.0,0.0,360.0
00634997000131,3167202,Sete Lagoas,MG,1,1,1,2010369.0,0.0,15.0
00663808000159,5205406,Ceres,GO,1,1,1,2470.0,0.0,67.0
00955107000193,3543907,Rio Claro,SP,3,2,3,20012.5,0.0,14.0
00999472000108,5220454,Senador Canedo,GO,2,2,2,396000.0,0.0,31.0
01210830000106,1709500,Gurupi,TO,1,1,1,24532.81,0.0,3.0
01280363000190,4209102,Joinville,SC,9,7,6,132509.96,0.0,63.0
01349236000109,4202800,Braço do Norte,SC,1,1,1,1596.0,1.0,1.0
01393989000103,5208707,Goiânia,GO,1,1,1,62725.59,0.0,14.0
01397083000167,4216503,São Joaquim,SC,2,2,2,2554.65,1.0,7.5
01404511000131,4305108,Caxias do Sul,RS,4,3,3,1592164.6400000001,0.25,2.0
01465988000127,5213103,Mineiros,GO,6,5,6,62519.82,0.0,30.0
01648573000199,3303955,Pinheiral,RJ,3,1,3,1400000.0,0.0,6.0
01815216000178,5218805,Rio Verde,GO,1,1,1,480669.0,0.0,4.0
01824828000127,4209409,Laguna,SC,3,1,1,8412.300000000001,1.0,1.0
01850671000104,4203600,Campos Novos,SC,1,1,1,3215.3,1.0,2.0
01877528000106,4202107,Barra Velha,SC,3,3,3,191064.9,0.0,0.0
01896727000161,4210803,Meleiro,SC,1,1,1,17499.64,0.0,7.0
01906118000146,3205010,Sooretama,ES,2,2,2,48452.75,0.0,3.5
01933030000113,1100304,Vilhena,RO,1,1,1,23200.0,0.0,8.0
01935036000120,4207304,Imbituba,SC,1,1,1,1368.0,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,10,9,9,70335.58,1.0,1.5
02073207000111,4206108,Grão-Pará,SC,2,1,2,460.48,1.0,4.0
02246138000109,3304524,Rio das Ostras,RJ,3,3,3,16844.0,0.0,0.0
02310729000190,3505203,Bariri,SP,1,1,1,28800.0,0.0,13.0
02316487000141,5213103,Mineiros,GO,5,2,3,14168.25,0.0,35.0
02362976000130,4208203,Itajaí,SC,8,1,7,42000.0,0.0,4.0
02482295000105,4208450,Itapoá,SC,9,6,4,37156.03999999999,1.0,7.0
02920909000193,3133709,Itatiaiuçu,MG,3,3,3,123165.0,0.6666666666666666,87.0
02994421000100,3143906,Muriaé,MG,7,5,6,170656.0,0.0,5.0
03264792000108,4216206,São Francisco do Sul,SC,11,4,11,89252.6028,0.9090909090909091,1.0
03347885000198,4218509,Treze Tílias,SC,1,1,1,1805.54,1.0,1.0
03383321000100,4204301,Concórdia,SC,2,1,2,324.14,1.0,1.0
04200511000108,4201307,Araquari,SC,1,1,1,5253.0,0.0,9.0
04239044000120,2211001,Teresina,PI,2,2,2,110844.0,0.0,1.0
04244525000123,5220009,São João d'Aliança,GO,2,2,2,200209.04,0.0,27.0
04312658000190,1302603,Manaus,AM,1,1,1,54000.0,0.0,13.0
04407139000105,5217609,Planaltina,GO,12,12,12,509585.69,0.0,498.5
04603063000193,2704302,Maceió,AL,1,1,1,2288000.0,0.0,4.0
04621712000189,5210000,Inhumas,GO,1,1,1,743.6,0.0,0.0
04691691000178,3549805,São José do Rio Preto,SP,11,10,11,317915.48,0.0,3.0
04841899000126,3549805,São José do Rio Preto,SP,7,4,7,62620.979999999996,0.0,14.0
04870834000109,4316907,Santa Maria,RS,1,1,1,2000.0,0.0,6.0
04894677000171,4202909,Brusque,SC,2,2,2,26000.0,0.5,9.5
05029092000156,4203907,Capinzal,SC,3,3,3,61502.8,1.0,4.0
05055033000152,1501402,Belém,PA,10,10,10,1608158.41,0.0,2.0
05085153000100,4202909,Brusque,SC,1,1,1,10500.0,1.0,19.0
05106805000138,5204805,Campo Alegre de Goiás,GO,13,3,9,443194.42,0.0,18.0
05115903000131,4121208,Quitandinha,PR,1,1,1,8388.0,0.0,357.0
05234481000113,4208302,Itapema,SC,1,1,1,234700.0,1.0,1.0
05380490000112,3510005,Cândido Mota,SP,3,2,3,3348.19,0.0,1.0
05409853000103,5221858,Valparaíso de Goiás,GO,1,1,1,30767.7,0.0,83.0
05509957000181,5200803,Alvorada do Norte,GO,4,3,3,2783.35,0.0,71.0
05532421000187,4209300,Lages,SC,3,3,3,114902.18,0.6666666666666666,4.0
05535758000148,3550308,São Paulo,SP,1,1,1,1885.0,0.0,13.0
05568854000192,5200258,Águas Lindas de Goiás,GO,3,2,3,88474.64,0.0,3.0
05573777000169,1303536,Presidente Figueiredo,AM,1,1,1,36000.0,0.0,56.0
05604369000127,3550308,São Paulo,SP,1,1,1,3940.0,0.0,110.0
