orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00460408000146,3110608,Cambuí,MG,1,1,1,4000.0,0.0,1.0
00569168000112,4215653,Santa Rosa do Sul,SC,7,4,7,120744.37999999999,1.0,1.0
01282378000198,4217105,São Martinho,SC,6,1,1,1260.1,1.0,1.0
01349236000109,4202800,Braço do Norte,SC,2,1,2,3750.54,1.0,2.0
01397083000167,4216503,São Joaquim,SC,4,1,3,2216.2200000000003,1.0,2.0
01600293000100,4214904,Rio Fortuna,SC,6,5,5,5454.77,1.0,1.0
01610999000153,4203303,Campo Alegre,SC,1,1,1,450.0,1.0,1.0
01746653000187,4208807,Jaguaruna,SC,25,10,22,32022.08,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,34,11,23,24512.13,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,13,4,11,13581.72,1.0,2.0
02246138000109,3304524,Rio das Ostras,RJ,11,7,9,794013.79,0.0,1.0
02247113000111,4209003,Joaçaba,SC,2,1,1,332.8,1.0,1.0
02299772000100,4216602,São José,SC,1,1,1,2300.0,1.0,1.0
02406542000194,4215802,São Bento do Sul,SC,1,1,1,665.8,1.0,1.0
02482295000105,4208450,Itapoá,SC,9,6,6,1246107.4100000001,0.8888888888888888,1.0
03230443000167,4211702,Orleans,SC,5,4,4,6072.4,1.0,2.0
03347877000141,4218509,Treze Tílias,SC,2,2,2,10736.400000000001,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,25,4,13,10925.503,1.0,1.0
03838193000142,4215000,Rio Negrinho,SC,1,1,1,174.75,1.0,2.0
04691691000178,3549805,São José do Rio Preto,SP,2,2,2,36500.0,0.0,0.0
05029092000156,4203907,Capinzal,SC,4,4,4,44973.42,1.0,1.0
05472936000139,4208203,Itajaí,SC,1,1,1,29330.0,0.0,2.0
05478139000169,4208104,Itaiópolis,SC,1,1,1,100.5,1.0,1.0
05494401000169,3550308,São Paulo,SP,1,1,1,11932.92,0.0,108.0
05532421000187,4209300,Lages,SC,1,1,1,100.75,1.0,2.0
06073250000138,4207106,Ilhota,SC,3,2,3,3814.4300000000003,1.0,1.0
06089125000116,4207908,Irineópolis,SC,17,7,8,16772.34,1.0,3.0
07854402000100,4202008,Balneário Camboriú,SC,2,1,1,53837.68,1.0,1.0
08082743000160,3550308,São Paulo,SP,4,3,3,2959138.75,0.0,7.0
08184821000137,4209102,Joinville,SC,14,8,12,366679.6,1.0,0.0
08259606000158,4208203,Itajaí,SC,7,2,4,441615.0,1.0,3.0
08281643000162,4215802,São Bento do Sul,SC,11,6,9,23200.3,1.0,1.0
08289417000128,4212304,Paulo Lopes,SC,3,1,3,2996.795,1.0,2.0
08345495000100,4201307,Araquari,SC,14,6,13,43567.01,1.0,1.0
08438054000145,4201109,Anitápolis,SC,1,1,1,104.4,1.0,3.0
08595042000124,4203600,Campos Novos,SC,47,12,30,102448.16040000001,1.0,1.0
08690876000119,4122404,Rolândia,PR,1,1,1,7400.0,0.0,0.0
08692266000154,4203709,Canelinha,SC,2,2,2,3900.0,1.0,2.0
08857731000160,4206009,Governador Celso Ramos,SC,20,8,16,20913.84,1.0,2.0
08858200000191,4211504,Nova Trento,SC,29,7,13,14131.57,1.0,2.0
08971900000198,4217253,São Pedro de Alcântara,SC,24,3,15,38546.328,1.0,1.0
08999257000100,4202305,Biguaçu,SC,18,6,14,12548.91,1.0,1.0
09403680000169,3550704,São Sebastião,SP,2,2,2,11322.15,0.0,41.0
09522642000125,4214300,Rancho Queimado,SC,5,4,5,6337.3,1.0,1.0
10377912000130,4215000,Rio Negrinho,SC,8,5,8,4299.66,1.0,1.0
10391817000191,4204004,Catanduvas,SC,24,6,16,14744.074,1.0,2.0
10396929000135,4219507,Xanxerê,SC,1,1,1,278.4,1.0,3.0
10429180000185,4209854,Lindóia do Sul,SC,5,4,5,23187.96,1.0,2.0
10441099000110,4219606,Xavantina,SC,8,3,8,10839.545,1.0,1.0
10455823000165,4204301,Concórdia,SC,6,2,6,39906.68,1.0,1.5
10465435000165,4219101,Vargeão,SC,2,1,2,3813.442,1.0,1.0
10469199000155,4214805,Rio do Sul,SC,3,1,3,7864.4,1.0,1.0
10478051000187,4208609,Jaborá,SC,2,1,2,4123.2,1.0,1.0
10481963000108,4200754,Alto Bela Vista,SC,4,3,4,122425.0,1.0,1.0
10496698000131,4205308,Faxinal dos Guedes,SC,1,1,1,426.0,1.0,3.0
10532003000120,4200101,Abelardo Luz,SC,16,7,14,7422.93,1.0,1.0
10565436000181,4217006,São Ludgero,SC,8,4,7,6676.7494,1.0,1.0
10589926000118,4318903,São Luiz Gonzaga,RS,1,1,1,2160.0,0.0,0.0
10594533000100,4209003,Joaçaba,SC,31,7,20,114382.42,1.0,1.0
10624466000111,4202206,Benedito Novo,SC,2,2,2,778.49,1.0,2.0
10631880000158,4207205,Imaruí,SC,33,11,22,46146.649999999994,1.0,1.0
10714485000139,4200606,Águas Mornas,SC,9,2,3,6855.2,1.0,2.0
10788473000159,4207106,Ilhota,SC,13,5,11,54290.296,1.0,1.0
10971858000157,4203956,Capivari de Baixo,SC,9,6,8,9783.91,1.0,1.0
11148262000114,4208302,Itapema,SC,2,2,2,770.0799999999999,1.0,3.5
11188015000141,4202909,Brusque,SC,3,1,3,6132.0,1.0,1.0
11224030000106,4205605,Galvão,SC,7,6,7,48116.020000000004,1.0,1.0
11241709000103,4201703,Ascurra,SC,23,4,12,17697.191,1.0,1.0
11243552000147,4200804,Anchieta,SC,5,3,4,9498.68,1.0,1.0
