orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00460408000146,3110608,Cambuí,MG,1,1,1,67255.06,0.0,3.0
00483887000116,4209409,Laguna,SC,4,1,4,20178.0,0.0,2.0
00675468000186,5204508,Caldas Novas,GO,2,2,2,5452369.699999999,0.0,13.5
00955107000193,3543907,Rio Claro,SP,2,2,2,1259.99,0.0,0.0
01071994000108,4120358,Pranchita,PR,3,2,3,892190.15,0.0,0.0
01072474000101,2507507,João Pessoa,PB,1,1,1,990000.0,0.0,11.0
01197548000136,3301009,Campos dos Goytacazes,RJ,1,1,1,29950.0,0.0,17.0
01210830000106,1709500,Gurupi,TO,1,1,1,810600.85,0.0,1.0
01280363000190,4209102,Joinville,SC,2,2,2,34860.0,0.0,0.0
01282378000198,4217105,São Martinho,SC,1,1,1,1670.62,1.0,1.0
01349236000109,4202800,Braço do Norte,SC,8,1,8,8239.31,1.0,1.0
01377043000153,5105259,Lucas do Rio Verde,MT,6,6,6,3667698.02,0.16666666666666666,33.0
01404511000131,4305108,Caxias do Sul,RS,2,2,2,2869.0,0.0,1.5
01465988000127,5213103,Mineiros,GO,7,5,6,6486992.9399999995,0.0,16.0
01600293000100,4214904,Rio Fortuna,SC,1,1,1,416.5,1.0,1.0
01648573000199,3303955,Pinheiral,RJ,7,4,7,577859.84,0.0,10.0
01746653000187,4208807,Jaguaruna,SC,62,14,38,68775.5002,1.0,1.0
01815216000178,5218805,Rio Verde,GO,4,2,4,158180.99,0.0,5.0
01850671000104,4203600,Campos Novos,SC,4,2,4,657.39,1.0,4.0
01851875000160,4201406,Araranguá,SC,1,1,1,21747.5,0.0,6.0
01935036000120,4207304,Imbituba,SC,3,3,3,910.62,1.0,5.0
01941360000150,4203303,Campo Alegre,SC,8,5,8,230305.89999999997,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,3,2,2,16308.0,1.0,5.0
02180700000130,4215802,São Bento do Sul,SC,1,1,1,1320.0,0.0,8.0
02316487000141,5213103,Mineiros,GO,10,1,4,21577.11,0.0,0.0
02371916000183,5208707,Goiânia,GO,5,5,5,18116424.58,0.0,19.0
02406542000194,4215802,São Bento do Sul,SC,1,1,1,5305.29,1.0,6.0
02548293000171,3201209,Cachoeiro de Itapemirim,ES,78,41,29,331033.65,0.0,132.5
02581343000112,3506359,Bertioga,SP,1,1,1,20880.0,0.0,4.0
02701029000126,3514106,Dois Córregos,SP,1,1,1,106700.0,0.0,5.0
02762633000162,2914802,Itabuna,BA,23,7,23,7386372.42,0.0,5.0
02925027000110,5002704,Campo Grande,MS,1,1,1,100000.0,0.0,371.0
03061303000102,3500105,Adamantina,SP,1,1,1,10410.64,0.0,1.0
03230443000167,4211702,Orleans,SC,13,5,10,9119.26,1.0,2.0
03264792000108,4216206,São Francisco do Sul,SC,2,2,2,11181.0,0.0,0.0
03347885000198,4218509,Treze Tílias,SC,20,9,16,21687.728,1.0,1.0
03387174000147,5211909,Jataí,GO,2,2,1,14500.0,0.0,1.5
04106469000160,3512209,Conchal,SP,1,1,1,1198.8,0.0,13.0
04244525000123,5220009,São João d'Aliança,GO,1,1,1,3118.0,0.0,4.0
04402872000137,4212809,Balneário Piçarras,SC,1,1,1,2095000.0,0.0,0.0
04515660000166,4202404,Blumenau,SC,1,1,1,3994.8,1.0,6.0
04621712000189,5210000,Inhumas,GO,2,2,2,6120.0,0.5,0.5
04691691000178,3549805,São José do Rio Preto,SP,12,8,10,610839.9,0.0,22.5
04704773000100,3523107,Itaquaquecetuba,SP,1,1,1,27327.0,0.0,1.0
04755973000191,5221601,Uruaçu,GO,2,1,2,57000.0,0.0,13.0
04816835000175,4211900,Palhoça,SC,1,1,1,12784.0,0.0,9.0
04849697000120,2503209,Cabedelo,PB,1,1,1,254283.14,0.0,9.0
04902325000110,4202305,Biguaçu,SC,1,1,1,0.01,0.0,7.0
04903989000102,4314100,Passo Fundo,RS,1,1,1,64500.0,0.0,357.0
04927953000150,4215802,São Bento do Sul,SC,1,1,1,4488.0,1.0,14.0
05002371000126,4219309,Videira,SC,1,1,1,795.0,1.0,6.0
