orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00091238000170,4208906,Jaraguá do Sul,SC,1,1,1,38960.0,0.0,0.0
00118735000114,3543402,Ribeirão Preto,SP,1,1,1,8000.0,0.0,16.0
00634997000131,3167202,Sete Lagoas,MG,1,1,1,684516.6,0.0,316.0
00898427000159,4211751,Otacílio Costa,SC,1,1,1,2378.0,1.0,1.0
00955107000193,3543907,Rio Claro,SP,5,4,4,201090.0,0.0,0.0
01071994000108,4120358,Pranchita,PR,2,1,2,188760.0,0.0,0.0
01280363000190,4209102,Joinville,SC,1,1,1,10200.0,0.0,1.0
01282378000198,4217105,São Martinho,SC,1,1,1,873.0,1.0,1.0
01349236000109,4202800,Braço do Norte,SC,2,1,2,11191.5,1.0,6.5
01397083000167,4216503,São Joaquim,SC,1,1,1,221.7,1.0,1.0
01404511000131,4305108,Caxias do Sul,RS,8,5,4,190730.91,0.0,2.0
01420402000108,1504208,Marabá,PA,1,1,1,0.01,1.0,2.0
01465988000127,5213103,Mineiros,GO,9,7,7,182442.81,0.0,8.0
01600293000100,4214904,Rio Fortuna,SC,3,3,3,5565.6,1.0,1.0
01610999000153,4203303,Campo Alegre,SC,4,2,4,3405.35,1.0,1.0
01648573000199,3303955,Pinheiral,RJ,2,2,2,74575.0,0.0,27.0
01746653000187,4208807,Jaguaruna,SC,54,8,31,121888.584,1.0,1.0
01815216000178,5218805,Rio Verde,GO,10,5,10,800137.25,0.0,2.0
01824828000127,4209409,Laguna,SC,4,2,2,7652.7,1.0,2.0
01850671000104,4203600,Campos Novos,SC,5,3,4,2108.1000000000004,1.0,1.0
01877528000106,4202107,Barra Velha,SC,3,3,3,169600.0,0.0,0.0
01896727000161,4210803,Meleiro,SC,5,2,5,2391.51,1.0,1.0
01906118000146,3205010,Sooretama,ES,1,1,1,6200.0,0.0,15.0
01933030000113,1100304,Vilhena,RO,1,1,1,54331.92,0.0,7.0
01935036000120,4207304,Imbituba,SC,4,3,4,1105.3,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,9,6,8,10124.01,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,20,5,18,17813.772,1.0,1.0
02180700000130,4215802,São Bento do Sul,SC,2,2,2,11241.0,0.5,6.0
02212723000180,2512077,Poço de José de Moura,PB,1,1,1,48000.0,0.0,35.0
02246138000109,3304524,Rio das Ostras,RJ,1,1,1,109722.0,0.0,0.0
02247113000111,4209003,Joaçaba,SC,5,3,4,871.06,1.0,1.0
02316487000141,5213103,Mineiros,GO,1,1,1,4470.0,0.0,2.0
02396675000127,4218004,Tijucas,SC,1,1,1,113201.05,0.0,2.0
02406542000194,4215802,São Bento do Sul,SC,2,2,2,5854.5599999999995,1.0,1.0
02482295000105,4208450,Itapoá,SC,17,5,13,1632095.78,0.9411764705882353,1.0
02762633000162,2914802,Itabuna,BA,3,2,3,554835.1,0.0,10.0
02888096000100,3139607,Mantena,MG,2,2,2,5300.0,0.0,10.5
03061303000102,3500105,Adamantina,SP,6,1,6,301297.0,0.0,8.0
03133862000180,3126703,Francisco Sá,MG,6,2,6,7422.24,0.0,2.0
03183869000107,3531100,Mongaguá,SP,1,1,1,62996.0,0.0,1.0
03230443000167,4211702,Orleans,SC,2,2,2,73086.84,0.0,0.0
03264792000108,4216206,São Francisco do Sul,SC,13,7,11,172836.024,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,27,9,19,19285.614999999998,1.0,1.0
03383321000100,4204301,Concórdia,SC,1,1,1,2098.8,1.0,1.0
03387174000147,5211909,Jataí,GO,3,3,3,33909.32,0.0,1.0
03587269000104,5201306,Anicuns,GO,4,1,4,706887.5,0.0,4.0
03852808000195,5205455,Cezarina,GO,1,1,1,2650.0,0.0,1.0
04238035000114,4211306,Navegantes,SC,1,1,1,2600.0,0.0,71.0
04338442000101,5213103,Mineiros,GO,1,1,1,5298.17,0.0,7.0
04394880000189,5217609,Planaltina,GO,2,2,2,66490.0,0.0,10.5
04413256000181,5209101,Goiatuba,GO,2,2,2,22489.0,0.0,22.0
04587036000174,1302900,Maués,AM,4,4,4,156936.0,0.0,9.0
04621712000189,5210000,Inhumas,GO,2,2,2,7000.0,0.0,49.0
04644392000182,5214507,Nerópolis,GO,1,1,1,10230.0,0.0,5.0
04691691000178,3549805,São José do Rio Preto,SP,4,4,4,28255.68,0.0,0.0
04704773000100,3523107,Itaquaquecetuba,SP,1,1,1,2240.0,0.0,1.0
04739716000166,5206404,Crixás,GO,4,4,4,96420.0,0.0,49.0
04837587000149,5210604,Itaguaru,GO,2,2,2,105000.0,0.0,35.0
04862101000122,5203302,Bela Vista de Goiás,GO,1,1,1,4500.0,0.0,1.0
04902949000138,5200308,Alexânia,GO,1,1,1,22800.0,0.0,43.0
04927953000150,4215802,São Bento do Sul,SC,1,1,1,662.0,1.0,1.0
05002963000148,5213103,Mineiros,GO,7,7,6,66860.0,0.0,23.0
05029092000156,4203907,Capinzal,SC,72,9,37,301181.2385,1.0,1.0
05140677000149,4204608,Criciúma,SC,1,1,1,18580.0,0.0,34.0
05160388000101,5208806,Goianira,GO,2,2,2,172226.64,0.0,41.0
05211356000198,3550407,São Pedro,SP,3,3,3,8353.4,0.0,3.0
05272451000100,4207007,Içara,SC,1,1,1,22431.04,1.0,7.0
05510098000140,3550308,São Paulo,SP,2,2,2,3513816.08,0.5,65.5
05518895000174,3128006,Guanhães,MG,1,1,1,3200.0,0.0,0.0
05522917000170,2211001,Teresina,PI,9,1,9,1267447.79,1.0,7.0
05544282000101,5211602,Ivolândia,GO,1,1,1,9000.0,0.0,3.0
05604369000127,3550308,São Paulo,SP,1,1,1,8985.0,1.0,53.0
05613121000122,5204508,Caldas Novas,GO,6,2,6,32784.0,0.0,0.0
05628919000148,5214804,Nova Aurora,GO,6,6,6,341980.0,0.0,43.5
05629151000127,3550308,São Paulo,SP,3,1,3,28175.8,0.0,3.0
05639458000109,5215900,Palminópolis,GO,1,1,1,1100.0,0.0,56.0
05658440000154,3550308,São Paulo,SP,2,2,2,5928.2,0.0,1.0
05920890000173,5212501,Luziânia,GO,1,1,1,4160000.0,0.0,13.0
05921795000194,5213103,Mineiros,GO,1,1,1,45790.0,0.0,10.0
05947311000186,4117107,Nova Londrina,PR,1,1,1,11601.0,0.0,9.0
06016527000190,5107602,Rondonópolis,MT,1,1,1,126566.4,0.0,47.0
06068089000104,5107958,Tangará da Serra,MT,1,1,1,1800.0,0.0,1.0
06069513000135,3169356,Três Marias,MG,2,1,2,10820.1,0.0,2.0
06074663000137,2610905,Pesqueira,PE,1,1,1,30000.0,0.0,19.0
06079623000188,1501303,Barcarena,PA,10,2,10,137424.74,1.0,0.0
06089125000116,4207908,Irineópolis,SC,3,3,3,845.99,1.0,1.0
06129491000151,5208509,Goiandira,GO,2,2,2,10320.0,0.0,0.0
06217954000137,2101707,Barreirinhas,MA,1,1,1,360000.0,0.0,14.0
06231312000192,4209409,Laguna,SC,2,2,2,9201.4,1.0,2.0
06252986000173,3556701,Vinhedo,SP,2,2,2,33883.79,0.0,69.0
06916689000185,3509502,Campinas,SP,3,3,3,238992.5,0.0,15.0
07095193000150,2302602,Camocim,CE,1,1,1,53100.0,0.0,9.0
