orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00091238000170,4208906,Jaraguá do Sul,SC,2,2,2,251239.93,0.5,16.0
00204125000133,2704302,Maceió,AL,1,1,1,48960.0,0.0,1.0
00460408000146,3110608,Cambuí,MG,3,3,3,130166.6,0.0,12.0
00956081000106,3202900,Itarana,ES,1,1,1,31051.32,0.0,7.0
01203660000132,5201306,Anicuns,GO,1,1,1,66600.0,0.0,10.0
01280363000190,4209102,Joinville,SC,5,5,5,82411.62,0.0,1.0
01282378000198,4217105,São Martinho,SC,1,1,1,100000.0,1.0,3.0
01294821000140,4219002,Urussanga,SC,1,1,1,7224.72,1.0,14.0
01404511000131,4305108,Caxias do Sul,RS,1,1,1,2200.04,0.0,1.0
01420402000108,1504208,Marabá,PA,2,1,1,0.02,1.0,32.5
01465988000127,5213103,Mineiros,GO,7,4,6,428426.88,0.0,1.0
01600293000100,4214904,Rio Fortuna,SC,1,1,1,478.5,1.0,4.0
01605008000144,3145109,Nova Resende,MG,2,2,2,16100.0,0.0,1.0
01648573000199,3303955,Pinheiral,RJ,30,3,26,3899454.35,0.0,7.0
01671721000196,3550100,São Manuel,SP,1,1,1,3999.99,0.0,14.0
01743462000161,4210605,Massaranduba,SC,1,1,1,940.0,1.0,1.0
01746653000187,4208807,Jaguaruna,SC,37,9,31,55348.454,1.0,1.0
01815216000178,5218805,Rio Verde,GO,5,5,5,956856.66,0.0,2.0
01935036000120,4207304,Imbituba,SC,1,1,1,9075.0,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,6,4,5,15160.0,1.0,2.0
02073207000111,4206108,Grão-Pará,SC,8,4,7,5718.780000000001,1.0,1.5
02150482000191,4209102,Joinville,SC,1,1,1,14750.0,1.0,5.0
02247113000111,4209003,Joaçaba,SC,6,4,6,5529.28,1.0,1.0
02316487000141,5213103,Mineiros,GO,1,1,1,261923.22,0.0,32.0
02581343000112,3506359,Bertioga,SP,1,1,1,21045.0,0.0,15.0
03061303000102,3500105,Adamantina,SP,3,3,3,108108.0,0.0,0.0
03230443000167,4211702,Orleans,SC,1,1,1,7170311.88,0.0,1.0
03264792000108,4216206,São Francisco do Sul,SC,12,5,11,145110.44,1.0,1.0
03311730000100,3201209,Cachoeiro de Itapemirim,ES,1,1,1,19699.12,0.0,19.0
03324132000167,4207106,Ilhota,SC,3,1,2,6460.7,1.0,1.0
03347877000141,4218509,Treze Tílias,SC,4,4,4,7583.65,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,17,7,13,24475.415,1.0,2.0
03405084000131,3301306,Casimiro de Abreu,RJ,1,1,1,0.01,0.0,7.0
03532661000156,5205109,Catalão,GO,1,1,1,1596000000.0,0.0,32.0
03567122000152,1705508,Colinas do Tocantins,TO,1,1,1,91200.0,0.0,26.0
03598106000127,2804805,Nossa Senhora do Socorro,SE,1,1,1,64845.0,1.0,18.0
04073373000143,3540705,Porto Ferreira,SP,1,1,1,2992.33,0.0,23.0
04332948000103,3510500,Caraguatatuba,SP,2,1,1,2564.7799999999997,0.0,2.0
04394880000189,5217609,Planaltina,GO,1,1,1,42634.1,0.0,0.0
04402872000137,4212809,Balneário Piçarras,SC,10,1,10,10.0,0.0,1.0
04413256000181,5209101,Goiatuba,GO,1,1,1,21400.56,0.0,15.0
04465992000183,4317202,Santa Rosa,RS,1,1,1,23202.0,0.0,0.0
04691691000178,3549805,São José do Rio Preto,SP,13,12,11,310233.88,0.0,9.0
04776218000193,5211909,Jataí,GO,1,1,1,630.0,0.0,9.0
04841899000126,3549805,São José do Rio Preto,SP,1,1,1,9098.5,0.0,0.0
04870834000109,4316907,Santa Maria,RS,1,1,1,6000.0,0.0,1.0
04902949000138,5200308,Alexânia,GO,2,2,2,260800.0,0.0,18.0
04927953000150,4215802,São Bento do Sul,SC,1,1,1,84099.0,1.0,1.0
04991826000110,5219100,Santa Bárbara de Goiás,GO,1,1,1,14400.0,0.0,8.0
04996792000157,4127502,Tibagi,PR,2,2,2,44900.0,0.0,21.5
05029092000156,4203907,Capinzal,SC,20,5,19,9010306.46,0.55,2.0
05049574000178,5211404,Itauçu,GO,1,1,1,12000.0,0.0,4.0
05054133000164,2914802,Itabuna,BA,3,3,3,64249.92,0.0,11.0
05055033000152,1501402,Belém,PA,1,1,1,10518.0,0.0,1.0
05091179000153,5212204,Jussara,GO,1,1,1,33600.0,0.0,9.0
05150569000157,4318309,São Gabriel,RS,1,1,1,4272.0,0.0,2.0
05196025000126,3110103,Caiana,MG,1,1,1,36000.0,0.0,28.0
05211356000198,3550407,São Pedro,SP,3,3,3,48158.0,0.0,26.0
05301040000197,5007695,São Gabriel do Oeste,MS,3,2,3,169500.0,0.0,28.0
