orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00118735000114,3543402,Ribeirão Preto,SP,1,1,1,28500.0,0.0,14.0
00204125000133,2704302,Maceió,AL,1,1,1,4100000.0,1.0,6.0
00421772000105,5213103,Mineiros,GO,2,2,2,782.74,0.0,2.0
00460408000146,3110608,Cambuí,MG,2,1,2,1041.0,0.0,2.0
00569168000112,4215653,Santa Rosa do Sul,SC,1,1,1,200.0,1.0,1.0
00715411000163,3170529,Urucuia,MG,1,1,1,1123.5,0.0,8.0
01071994000108,4120358,Pranchita,PR,30,1,30,388687.16000000003,0.0,0.0
01280363000190,4209102,Joinville,SC,3,3,3,14200.0,0.0,1.0
01465988000127,5213103,Mineiros,GO,13,13,13,373451.83,0.0,6.0
01600293000100,4214904,Rio Fortuna,SC,6,4,5,770.36,1.0,1.0
01605008000144,3145109,Nova Resende,MG,1,1,1,14498.88,0.0,5.0
01705182000169,5007901,Sidrolândia,MS,1,1,1,132000.0,0.0,11.0
01705187000191,5106422,Peixoto de Azevedo,MT,2,2,2,52548.0,0.0,95.0
01746653000187,4208807,Jaguaruna,SC,6,6,5,4800.76,1.0,1.0
01815216000178,5218805,Rio Verde,GO,3,2,3,257820.0,0.0,16.0
01824828000127,4209409,Laguna,SC,13,6,7,344917.07,0.7692307692307693,4.0
01850671000104,4203600,Campos Novos,SC,3,3,3,2598.71,1.0,4.0
01877528000106,4202107,Barra Velha,SC,4,4,4,109364.68,0.0,0.0
01896727000161,4210803,Meleiro,SC,4,4,3,501.53,1.0,1.5
01941360000150,4203303,Campo Alegre,SC,2,2,2,3423.0,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,19,10,17,208935.59,0.9473684210526315,1.0
02316487000141,5213103,Mineiros,GO,1,1,1,6097.0,0.0,1.0
02318396000145,3143906,Muriaé,MG,2,2,2,42024.9,0.0,1.0
02371916000183,5208707,Goiânia,GO,16,16,16,94618859.0,0.0,250.0
02406542000194,4215802,São Bento do Sul,SC,2,2,2,11340.0,0.5,9.5
02482295000105,4208450,Itapoá,SC,19,6,16,83589.95,1.0,1.0
02524947000127,3301876,Iguaba Grande,RJ,1,1,1,20888.88,0.0,13.0
02701029000126,3514106,Dois Córregos,SP,3,2,3,14895.07,0.0,15.0
02762633000162,2914802,Itabuna,BA,1,1,1,15422.18,0.0,7.0
03061303000102,3500105,Adamantina,SP,3,1,3,872323.2,0.0,-5.0
03264792000108,4216206,São Francisco do Sul,SC,3,1,3,12791.31,1.0,1.0
03333619000106,4219309,Videira,SC,1,1,1,26400.0,0.0,0.0
03347885000198,4218509,Treze Tílias,SC,7,5,7,3242.735,1.0,1.0
03587269000104,5201306,Anicuns,GO,3,3,3,172673.16999999998,0.0,13.0
03632431000169,3204351,Rio Bananal,ES,1,1,1,400.0,0.0,13.0
03869208000130,4115200,Maringá,PR,2,2,2,7322218.68,0.0,77.0
04244525000123,5220009,São João d'Aliança,GO,11,6,10,165089.46,0.0,0.0
04339964000110,4201307,Araquari,SC,1,1,1,52632.0,1.0,0.0
04407139000105,5217609,Planaltina,GO,3,1,3,18688.97,0.0,0.0
04510687000166,4321907,Três Passos,RS,1,1,1,500.0,0.0,7.0
