orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00421772000105,5213103,Mineiros,GO,10,10,10,6265100.0,0.0,39.0
00460408000146,3110608,Cambuí,MG,4,2,4,12722.25,0.0,17.0
00536717000152,3200300,Alfredo Chaves,ES,1,1,1,14572.8,0.0,5.0
00675468000186,5204508,Caldas Novas,GO,1,1,1,7040.0,0.0,20.0
01282378000198,4217105,São Martinho,SC,2,2,2,1669.6,1.0,1.0
01349236000109,4202800,Braço do Norte,SC,4,1,4,10131.89,1.0,4.0
01393989000103,5208707,Goiânia,GO,2,2,2,59060.2,0.0,10.0
01420402000108,1504208,Marabá,PA,1,1,1,4560.0,0.0,1.0
01465988000127,5213103,Mineiros,GO,1,1,1,9375.0,0.0,11.0
01610999000153,4203303,Campo Alegre,SC,1,1,1,262.8,1.0,4.0
01648573000199,3303955,Pinheiral,RJ,1,1,1,6400.0,0.0,14.0
01746653000187,4208807,Jaguaruna,SC,4,3,4,363531.73,0.75,3.0
01815216000178,5218805,Rio Verde,GO,5,2,5,683274.75,0.0,5.0
01842685000186,4203907,Capinzal,SC,1,1,1,4570.0,0.0,0.0
01850671000104,4203600,Campos Novos,SC,1,1,1,120.0,1.0,6.0
01851875000160,4201406,Araranguá,SC,1,1,1,6394.17,1.0,13.0
01933030000113,1100304,Vilhena,RO,2,2,2,344760.0,0.0,36.0
01941360000150,4203303,Campo Alegre,SC,13,9,11,32865.07,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,3,2,3,5089.259999999999,1.0,3.0
02441185000103,5217203,Piranhas,GO,2,2,2,165893.16,0.0,172.0
02482295000105,4208450,Itapoá,SC,19,9,14,29131.77,1.0,1.0
02920909000193,3133709,Itatiaiuçu,MG,2,1,2,48119.0,0.0,7.0
03061303000102,3500105,Adamantina,SP,1,1,1,38000.0,0.0,0.0
03183869000107,3531100,Mongaguá,SP,1,1,1,94792.0,0.0,17.0
03230443000167,4211702,Orleans,SC,14,6,14,14756.75,1.0,3.0
03264792000108,4216206,São Francisco do Sul,SC,4,4,4,195676.9,0.5,2.0
03347877000141,4218509,Treze Tílias,SC,1,1,1,4910.0,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,1,1,1,816.0,1.0,1.0
03632431000169,3204351,Rio Bananal,ES,1,1,1,670.0,0.0,5.0
04407139000105,5217609,Planaltina,GO,1,1,1,2000.0,0.0,0.0
04529388000173,4212809,Balneário Piçarras,SC,1,1,1,827000.0,0.0,0.0
04691691000178,3549805,São José do Rio Preto,SP,8,4,8,177610.58000000002,0.0,35.0
04755519000130,3543402,Ribeirão Preto,SP,1,1,1,19000.0,0.0,14.0
04755973000191,5221601,Uruaçu,GO,1,1,1,600000.0,0.0,6.0
04870834000109,4316907,Santa Maria,RS,3,1,3,54050.06,1.0,6.0
04902325000110,4202305,Biguaçu,SC,1,1,1,20766.72,0.0,1.0
04973965000111,5208707,Goiânia,GO,1,1,1,55243.9,1.0,7.0
04991826000110,5219100,Santa Bárbara de Goiás,GO,1,1,1,770.0,0.0,6.0
05002419000104,3503802,Artur Nogueira,SP,1,1,1,519726.0,0.0,19.0
05029092000156,4203907,Capinzal,SC,20,4,15,169348.3844,1.0,1.0
05055033000152,1501402,Belém,PA,1,1,1,29571.1,0.0,6.0
05211356000198,3550407,São Pedro,SP,15,10,11,193077.93,0.0,15.0
05532421000187,4209300,Lages,SC,4,4,3,3296.12,1.0,1.0
05573777000169,1303536,Presidente Figueiredo,AM,1,1,1,2330.49,0.0,22.0
05587823000189,3550308,São Paulo,SP,1,1,1,1920000.0,0.0,48.0
05593119000139,5204508,Caldas Novas,GO,1,1,1,36000.0,0.0,7.0
06073250000138,4207106,Ilhota,SC,1,1,1,17150.0,1.0,6.0
06077764000161,2111805,Sítio Novo,MA,1,1,1,4224182.98,0.0,52.0
06085215000139,5221452,Trombas,GO,6,6,6,158770.0,0.0,102.5
06129491000151,5208509,Goiandira,GO,1,1,1,109.0,0.0,0.0
06217954000137,2101707,Barreirinhas,MA,15,1,3,1068954.6,0.0,92.0
06368175000132,3303955,Pinheiral,RJ,1,1,1,36900.0,0.0,13.0
07222467000125,5210000,Inhumas,GO,11,5,11,181898.86,0.09090909090909091,7.0
07276220000191,3106200,Belo Horizonte,MG,2,2,2,6690.0,0.0,0.0
07408808000151,5204508,Caldas Novas,GO,1,1,1,1272.0,0.0,0.0
07578154000104,5217203,Piranhas,GO,1,1,1,9600.0,0.0,44.0
07622131000150,4208906,Jaraguá do Sul,SC,2,2,2,1959845.0,0.5,1.0
07690399000129,2309300,Nova Russas,CE,1,1,1,140041.5,0.0,7.0
07711512000105,3140001,Mariana,MG,1,1,1,53082.0,0.0,19.0
07720960000175,5200605,Alto Paraíso de Goiás,GO,1,1,1,54000.0,0.0,8.0
07750478000188,3551702,Sertãozinho,SP,23,19,16,90364.07,0.0,13.0
07806941000166,4212908,Pinhalzinho,SC,2,2,2,327984.0,0.5,0.0
07900983000161,3306156,Varre-Sai,RJ,1,1,1,1531500.0,0.0,-1.0
08082743000160,3550308,São Paulo,SP,2,2,2,354600.0,0.0,250.5
08083086000175,5203302,Bela Vista de Goiás,GO,2,2,2,30371.03,0.0,6.0
08184821000137,4209102,Joinville,SC,28,3,17,856665.669,1.0,3.0
08281643000162,4215802,São Bento do Sul,SC,1,1,1,780.0,1.0,4.0
08595042000124,4203600,Campos Novos,SC,2,2,2,8170.0,1.0,6.0
08682079000190,3114204,Carmo do Cajuru,MG,1,1,1,28040.0,0.0,0.0
08712299000119,5204003,Cabeceiras,GO,3,2,3,17238.09,0.0,18.0
08857731000160,4206009,Governador Celso Ramos,SC,1,1,1,3628.02,1.0,1.0
08858200000191,4211504,Nova Trento,SC,1,1,1,444.0,1.0,9.0
08948407000157,5208707,Goiânia,GO,1,1,1,300000.0,1.0,75.0
08999257000100,4202305,Biguaçu,SC,16,6,11,73250.22,1.0,3.0
09129733000103,4212908,Pinhalzinho,SC,1,1,1,300000.0,1.0,0.0
09240588000125,4218707,Tubarão,SC,1,1,1,38000.0,1.0,7.0
09332615000190,5203807,Britânia,GO,2,2,2,35091.0,0.0,19.5
09403680000169,3550704,São Sebastião,SP,1,1,1,4400.0,0.0,11.0
09509569000151,4313409,Novo Hamburgo,RS,2,2,2,13754.91,0.0,0.0
09522642000125,4214300,Rancho Queimado,SC,10,3,6,3743.06,1.0,3.0
09579148000105,3537107,Pedreira,SP,1,1,1,117620.04,0.0,13.0
09688688000119,5210000,Inhumas,GO,4,2,4,47212.4,0.25,1.0
10277035000126,2413805,Taboleiro Grande,RN,1,1,1,10390.0,1.0,7.0
10377912000130,4215000,Rio Negrinho,SC,6,5,6,117294.87999999999,1.0,2.0
10391817000191,4204004,Catanduvas,SC,33,8,20,55743.595,1.0,3.0
10396929000135,4219507,Xanxerê,SC,6,4,6,24812.8,1.0,1.0
10429180000185,4209854,Lindóia do Sul,SC,2,2,2,13303.2,1.0,2.5
10455823000165,4204301,Concórdia,SC,30,6,21,229373.682,1.0,1.0
10459525000143,4202008,Balneário Camboriú,SC,3,3,3,8713.5,1.0,3.0
10465435000165,4219101,Vargeão,SC,1,1,1,2958.62,1.0,3.0
10465644000109,5201702,Aragarças,GO,2,2,1,108937.45,0.0,5.5
10469199000155,4214805,Rio do Sul,SC,12,8,12,26831.17,1.0,1.0
10472663000162,5211701,Jandaia,GO,9,1,9,254560.0,0.0,25.0
10476288000129,5220603,Silvânia,GO,2,2,2,26822.4,0.0,49.5
10478051000187,4208609,Jaborá,SC,4,2,4,6754.14,1.0,3.0
10481963000108,4200754,Alto Bela Vista,SC,1,1,1,222.0,1.0,8.0
10496025000181,5221007,Taquaral de Goiás,GO,2,2,2,89225.72,0.0,5.0
10540697000147,4205456,Forquilhinha,SC,11,2,6,7864.1,1.0,1.0
10547985000123,3156908,Sacramento,MG,2,2,2,57140.04,0.0,14.0
10552903000139,4204905,Descanso,SC,1,1,1,150.16,1.0,7.0
10564533000150,5210307,Israelândia,GO,3,3,3,12797.76,0.0,4.0
10565436000181,4217006,São Ludgero,SC,1,1,1,297.8,1.0,4.0
10568451000183,4207304,Imbituba,SC,1,1,1,3970.0,1.0,1.0
10593919000190,5215603,Padre Bernardo,GO,9,5,7,79299.15,0.0,1.0
