orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00204125000133,2704302,Maceió,AL,2,1,2,88123.2,1.0,9.5
00324208000166,3107307,Bocaiúva,MG,1,1,1,4000.0,0.0,14.0
00421772000105,5213103,Mineiros,GO,5,3,3,8322.27,0.0,2.0
00571071000144,5107909,Sinop,MT,1,1,1,1620.0,0.0,124.0
00955107000193,3543907,Rio Claro,SP,3,3,3,33451.8,0.0,3.0
01210830000106,1709500,Gurupi,TO,1,1,1,15200.0,0.0,1.0
01280363000190,4209102,Joinville,SC,1,1,1,2800.0,0.0,0.0
01282378000198,4217105,São Martinho,SC,3,2,2,601.28,1.0,1.0
01349236000109,4202800,Braço do Norte,SC,2,1,2,3003.975,1.0,1.5
01404511000131,4305108,Caxias do Sul,RS,3,2,3,93058.35,0.0,0.0
01465988000127,5213103,Mineiros,GO,9,4,5,33396.72,0.0,48.0
01494665000161,5209101,Goiatuba,GO,1,1,1,22880.0,0.0,12.0
01705182000169,5007901,Sidrolândia,MS,1,1,1,21480.0,0.0,21.0
01746653000187,4208807,Jaguaruna,SC,26,15,20,62766.950000000004,1.0,1.0
01815216000178,5218805,Rio Verde,GO,1,1,1,167840.0,0.0,0.0
01824828000127,4209409,Laguna,SC,7,3,4,783.94,1.0,1.0
01850671000104,4203600,Campos Novos,SC,23,10,13,95518.26,1.0,1.0
01877528000106,4202107,Barra Velha,SC,4,3,4,96658.84,0.75,0.0
01933030000113,1100304,Vilhena,RO,1,1,1,1106388.0,0.0,23.0
02073207000111,4206108,Grão-Pará,SC,6,1,6,11438.5,1.0,1.0
02246138000109,3304524,Rio das Ostras,RJ,1,1,1,31647.81,0.0,0.0
02247113000111,4209003,Joaçaba,SC,1,1,1,48250.0,0.0,0.0
02345707000165,4108304,Foz do Iguaçu,PR,1,1,1,77482.5,0.0,1.0
02362976000130,4208203,Itajaí,SC,9,9,9,249000.0,0.0,4.0
02396675000127,4218004,Tijucas,SC,1,1,1,1997.4,1.0,1.0
02406542000194,4215802,São Bento do Sul,SC,3,3,3,4518.0,1.0,1.0
02482295000105,4208450,Itapoá,SC,17,8,12,30565.48,1.0,1.0
02548293000171,3201209,Cachoeiro de Itapemirim,ES,2,1,1,375.54,0.0,1.0
02762633000162,2914802,Itabuna,BA,2,2,2,437000.0,0.0,7.0
02888096000100,3139607,Mantena,MG,3,1,3,7849.75,0.0,15.0
03230443000167,4211702,Orleans,SC,32,10,17,26206.6,1.0,2.0
03264792000108,4216206,São Francisco do Sul,SC,12,2,12,111514.834,0.9166666666666666,1.0
03331692000149,2914703,Itaberaba,BA,2,2,2,38364.0,0.0,26.0
03347885000198,4218509,Treze Tílias,SC,30,7,21,18865.4875,1.0,1.0
03383321000100,4204301,Concórdia,SC,1,1,1,571.4,1.0,1.0
03532661000156,5205109,Catalão,GO,2,2,2,867318.0,0.0,33.0
03593265000139,4213005,Pinheiro Preto,SC,1,1,1,1050.0,0.0,59.0
03598106000127,2804805,Nossa Senhora do Socorro,SE,1,1,1,14100.2,0.0,22.0
03802344000102,3300506,Bom Jardim,RJ,1,1,1,132020.0,0.0,243.0
03861196000105,4119152,Pinhais,PR,1,1,1,27630.0,0.0,2.0
03918310000188,4218202,Timbó,SC,1,1,1,11232.0,0.0,0.0
03937163000193,4202107,Barra Velha,SC,1,1,1,465.0,1.0,0.0
04106469000160,3512209,Conchal,SP,1,1,1,5496.0,0.0,740.0
04547312000170,3305000,São João da Barra,RJ,1,1,1,247897.0,0.0,44.0
04644392000182,5214507,Nerópolis,GO,1,1,1,33000.0,0.0,0.0
04691691000178,3549805,São José do Rio Preto,SP,2,2,2,57799.6,0.0,15.0
04846427000166,5206404,Crixás,GO,1,1,1,15000.0,0.0,9.0
04939180000122,3303203,Nilópolis,RJ,1,1,1,4999.0,0.0,7.0
04939481000156,4305207,Cerro Largo,RS,1,1,1,1728.0,0.0,14.0
05050052000196,2800308,Aracaju,SE,1,1,1,14000.0,0.0,92.0
05056936000158,5213004,Maurilândia,GO,1,1,1,2500.0,0.0,16.0
05106805000138,5204805,Campo Alegre de Goiás,GO,9,1,8,51600.0,0.0,29.0
05150569000157,4318309,São Gabriel,RS,1,1,1,14400.0,0.0,6.0
05211356000198,3550407,São Pedro,SP,6,4,6,205824.4,0.0,13.5
05380490000112,3510005,Cândido Mota,SP,1,1,1,150.0,0.0,0.0
05472936000139,4208203,Itajaí,SC,1,1,1,23750.0,0.0,22.0
05522917000170,2211001,Teresina,PI,6,3,6,558912.32,0.0,7.0
05532421000187,4209300,Lages,SC,2,2,2,1233934.6600000001,0.0,3.5
05563306000170,3550308,São Paulo,SP,1,1,1,447243.63,0.0,33.0
05587823000189,3550308,São Paulo,SP,1,1,1,1074.0,0.0,7.0
05593119000139,5204508,Caldas Novas,GO,5,1,5,255941.52000000002,0.0,25.0
05604369000127,3550308,São Paulo,SP,1,1,1,200000.0,0.0,9.0
05683868000157,4219002,Urussanga,SC,4,2,4,564.81,1.0,1.0
05774805000106,4216602,São José,SC,2,2,2,899.5999999999999,1.0,1.0
06068796000109,2918407,Juazeiro,BA,1,1,1,4222731.64,0.0,44.0
06073250000138,4207106,Ilhota,SC,6,4,4,7257.24,1.0,1.0
06075901000129,5221007,Taquaral de Goiás,GO,2,1,2,11847.5,1.0,5.0
06081359000117,2100055,Açailândia,MA,2,2,1,7487251.83,0.0,6.0
06089125000116,4207908,Irineópolis,SC,11,8,9,7504.73,1.0,2.0
06091010000166,2917706,Jaguarari,BA,7,1,7,236756.89,1.0,104.0
06113056000139,2804805,Nossa Senhora do Socorro,SE,2,2,2,907825.52,0.0,31.0
