orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00282872000190,5005400,Maracaju,MS,1,1,1,215000.0,1.0,1.0
00634997000131,3167202,Sete Lagoas,MG,1,1,1,123780.0,0.0,163.0
00734500000157,3551603,Serra Negra,SP,1,1,1,5000.0,0.0,1.0
00955107000193,3543907,Rio Claro,SP,1,1,1,273990.0,0.0,12.0
01031661000147,4306973,Erebango,RS,2,2,2,19829.28,0.0,67.0
01294821000140,4219002,Urussanga,SC,4,2,4,15472.0,0.25,21.0
01404511000131,4305108,Caxias do Sul,RS,3,2,3,104530.0,0.0,0.0
01815216000178,5218805,Rio Verde,GO,2,2,2,264980.0,0.0,17.5
01823752000115,4208203,Itajaí,SC,1,1,1,12837.39,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,2,2,2,215623.65,0.5,92.5
03061303000102,3500105,Adamantina,SP,1,1,1,1097380.0,0.0,10.0
03347885000198,4218509,Treze Tílias,SC,1,1,1,1875.0,1.0,20.0
04015843000112,3113305,Carangola,MG,2,2,2,2509.9,0.0,3.0
04244520000109,5220009,São João d'Aliança,GO,2,2,2,377190.0,0.0,15.5
04465992000183,4317202,Santa Rosa,RS,1,1,1,54800.52,0.0,0.0
04537740000112,3550308,São Paulo,SP,3,3,3,2359810.3,0.6666666666666666,13.0
04691691000178,3549805,São José do Rio Preto,SP,5,5,5,98793.01999999999,0.0,21.0
04841899000126,3549805,São José do Rio Preto,SP,2,2,2,19520.0,0.0,18.0
04996792000157,4127502,Tibagi,PR,5,2,3,8147.9,0.0,34.0
05002419000104,3503802,Artur Nogueira,SP,1,1,1,36000.0,0.0,79.0
05019767000186,5205000,Carmo do Rio Verde,GO,1,1,1,5000.0,0.0,0.0
05029092000156,4203907,Capinzal,SC,13,5,7,82541.88,1.0,1.0
05110021000183,3200136,Águia Branca,ES,1,1,1,10059.996,0.0,0.0
05211356000198,3550407,São Pedro,SP,111,17,46,1843475.78,0.0,112.0
05380490000112,3510005,Cândido Mota,SP,1,1,1,4116.0,0.0,0.0
05469074000195,5201108,Anápolis,GO,4,4,4,5990.0,0.0,42.5
05522917000170,2211001,Teresina,PI,1,1,1,66631353.6,0.0,15.0
05529895000170,3550308,São Paulo,SP,1,1,1,29619.6,1.0,390.0
05606204000194,3203403,Mimoso do Sul,ES,2,2,2,39800.04,0.0,6.0
05611299000134,3550308,São Paulo,SP,1,1,1,1950627.98,0.0,91.0
05613121000122,5204508,Caldas Novas,GO,6,2,4,35317.729999999996,0.0,0.0
05659015000180,3550308,São Paulo,SP,17,7,12,12278191.11,0.0,81.0
05774894000190,3549102,São João da Boa Vista,SP,1,1,1,1800.0,0.0,6.0
06011288000186,5216403,Paraúna,GO,1,1,1,13584.0,0.0,1.0
06073250000138,4207106,Ilhota,SC,8,4,7,153623.94,1.0,1.5
06139152000156,4211900,Palhoça,SC,1,1,1,17188.92,0.0,18.0
06231312000192,4209409,Laguna,SC,1,1,1,6600.0,1.0,15.0
06698248000154,3201506,Colatina,ES,1,1,1,594000.0,0.0,10.0
07095193000150,2302602,Camocim,CE,2,2,2,310252.0,0.0,3.0
07276220000191,3106200,Belo Horizonte,MG,1,1,1,20099107.34,0.0,17.0
07317483000100,3544806,Sales,SP,1,1,1,47000.0,0.0,19.0
07349637000137,4202008,Balneário Camboriú,SC,2,2,2,14547.42,0.5,15.5
07505809000114,4106902,Curitiba,PR,1,1,1,490000.0,0.0,25.0
07556356000155,3526803,Lençóis Paulista,SP,1,1,1,445.78,0.0,35.0
07633040000110,4202107,Barra Velha,SC,1,1,1,4000.0,0.0,0.0
07742778000115,2311405,Quixeramobim,CE,17,15,17,6832348.7722,0.0,1.0
07750478000188,3551702,Sertãozinho,SP,3,2,2,31561.5,0.0,11.0
07777639000127,5210109,Ipameri,GO,1,1,1,17000.0,0.0,14.0
07813002000149,5208806,Goianira,GO,1,1,1,3000.0,0.0,18.0
07868234000102,2610608,Paudalho,PE,1,1,1,199844.85,0.0,10.0
08082743000160,3550308,São Paulo,SP,3,1,1,394500.0,0.0,13.0
08184760000108,4209102,Joinville,SC,1,1,1,220699.28,1.0,24.0
08184821000137,4209102,Joinville,SC,2,1,2,9208.0,1.0,0.0
08259606000158,4208203,Itajaí,SC,2,1,2,14800.0,1.0,18.0
08434600000170,3505708,Barueri,SP,1,1,1,4380.0,0.0,4.0
