orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00309037000104,5102678,Campo Verde,MT,1,1,1,50940.0,0.0,2.0
00460408000146,3110608,Cambuí,MG,3,2,3,63548.0,0.0,8.0
00898427000159,4211751,Otacílio Costa,SC,1,1,1,126.56,1.0,1.0
00955107000193,3543907,Rio Claro,SP,6,6,4,44962.45,0.0,2.0
00999472000108,5220454,Senador Canedo,GO,4,2,4,864000.0,0.0,1.5
01280363000190,4209102,Joinville,SC,3,3,3,330298.32,0.0,0.0
01282378000198,4217105,São Martinho,SC,7,3,4,1231.37,1.0,1.0
01349236000109,4202800,Braço do Norte,SC,1,1,1,3600.0,1.0,5.0
01397083000167,4216503,São Joaquim,SC,4,2,4,1024.43,1.0,1.0
01404511000131,4305108,Caxias do Sul,RS,3,2,2,851.8,0.0,3.0
01465988000127,5213103,Mineiros,GO,13,8,9,71119.19,0.0,9.0
01494665000161,5209101,Goiatuba,GO,2,2,2,133453.93,0.0,17.5
01648573000199,3303955,Pinheiral,RJ,1,1,1,33055.2,0.0,9.0
01746653000187,4208807,Jaguaruna,SC,36,12,26,44239.8028,1.0,1.0
01850671000104,4203600,Campos Novos,SC,1,1,1,418.05,1.0,2.0
01851875000160,4201406,Araranguá,SC,1,1,1,103200.0,0.0,3.0
01877528000106,4202107,Barra Velha,SC,6,4,6,6198269.52,1.0,131.0
01896727000161,4210803,Meleiro,SC,6,2,4,683.33,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,38,17,32,63479.204,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,8,3,4,8523.144,1.0,2.0
02246328000118,5005004,Jardim,MS,1,1,1,9600.0,0.0,365.0
02316487000141,5213103,Mineiros,GO,3,2,2,47526.34,0.0,23.0
02318396000145,3143906,Muriaé,MG,1,1,1,55532.1,0.0,1.0
02362976000130,4208203,Itajaí,SC,18,2,18,108980.0,0.0,2.0
02396675000127,4218004,Tijucas,SC,13,7,12,115479.42,0.9230769230769231,1.0
02406542000194,4215802,São Bento do Sul,SC,9,5,9,8051.71,1.0,1.0
02762633000162,2914802,Itabuna,BA,3,1,3,62400.0,0.0,0.0
02994421000100,3143906,Muriaé,MG,1,1,1,95000.0,0.0,0.0
03061303000102,3500105,Adamantina,SP,1,1,1,40000.0,0.0,0.0
03230443000167,4211702,Orleans,SC,1,1,1,10800.0,1.0,1.0
03264792000108,4216206,São Francisco do Sul,SC,1,1,1,17820.0,1.0,2.0
03331692000149,2914703,Itaberaba,BA,1,1,1,17580.15,0.0,14.0
03347877000141,4218509,Treze Tílias,SC,3,3,3,10922.529999999999,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,16,5,11,6573.41,1.0,1.0
03587269000104,5201306,Anicuns,GO,2,2,2,425011.17,0.0,5.0
03608586000160,4113700,Londrina,PR,1,1,1,60000.6,1.0,8.0
03688948000170,4204806,Curitibanos,SC,1,1,1,7200.0,0.0,0.0
03842931000125,4208203,Itajaí,SC,1,1,1,5375.0,1.0,2.0
03937163000193,4202107,Barra Velha,SC,2,2,2,3672.0,1.0,6.5
03999531000128,3301306,Casimiro de Abreu,RJ,1,1,1,50299.2,1.0,0.0
04200511000108,4201307,Araquari,SC,1,1,1,4500.0,0.0,1.0
04244525000123,5220009,São João d'Aliança,GO,2,1,2,2550.0,0.0,1.0
04407139000105,5217609,Planaltina,GO,4,3,4,81793.0,0.0,56.0
04515660000166,4202404,Blumenau,SC,1,1,1,329.7,1.0,1.0
04539825000130,3300506,Bom Jardim,RJ,1,1,1,1356.0,0.0,1.0
04664584000150,3128402,Guarani,MG,1,1,1,22368.0,0.0,0.0
04704773000100,3523107,Itaquaquecetuba,SP,1,1,1,4512.5,0.0,8.0
04729502000109,3541406,Presidente Prudente,SP,1,1,1,85.0,0.0,1.0
04793484000124,3170107,Uberaba,MG,1,1,1,1220146.34,0.0,28.0
04816835000175,4211900,Palhoça,SC,2,2,2,39235.5,0.0,207.5
04838209000180,4219150,Vargem,SC,2,2,1,37080.0,0.0,8.5
04846427000166,5206404,Crixás,GO,1,1,1,4950.0,0.0,43.0
04869559000103,2408102,Natal,RN,1,1,1,8156.5,0.0,1.0
04894677000171,4202909,Brusque,SC,1,1,1,23000.0,1.0,6.0
04973965000111,5208707,Goiânia,GO,4,4,4,196530.0,0.0,1.0
05029092000156,4203907,Capinzal,SC,10,3,8,30445.0,1.0,1.5
05055033000152,1501402,Belém,PA,4,4,4,1975423.6199999999,0.0,5.5
05085153000100,4202909,Brusque,SC,1,1,1,10500.0,1.0,6.0
05106805000138,5204805,Campo Alegre de Goiás,GO,4,1,4,506800.0,0.0,28.0
05380490000112,3510005,Cândido Mota,SP,1,1,1,1500.0,0.0,1.0
05446297000137,5221304,Três Ranchos,GO,34,13,16,320910.15,0.0,16.0
05522917000170,2211001,Teresina,PI,1,1,1,21180354.6,0.0,14.0
05532421000187,4209300,Lages,SC,19,8,17,18341.71,1.0,0.0
05550055000199,4304606,Canoas,RS,2,2,2,3726828.0,0.0,23.5
05568854000192,5200258,Águas Lindas de Goiás,GO,1,1,1,15375.0,0.0,1.0
05629151000127,3550308,São Paulo,SP,1,1,1,39799.94,0.0,2.0
05806495000164,5211909,Jataí,GO,1,1,1,6845.0,0.0,38.0
06068089000104,5107958,Tangará da Serra,MT,2,2,2,26520.0,0.0,2.0
06073250000138,4207106,Ilhota,SC,13,6,11,47486.200000000004,1.0,1.0
06073991000119,1706506,Darcinópolis,TO,3,3,3,71500.0,0.0,48.0
06089125000116,4207908,Irineópolis,SC,11,4,6,4836.788,1.0,1.0
06090929000135,3519303,Ibaté,SP,1,1,1,17520.0,0.0,10.0
06129491000151,5208509,Goiandira,GO,4,3,4,4561.0599999999995,0.0,0.0
06217954000137,2101707,Barreirinhas,MA,1,1,1,30000.0,0.0,8.0
06231312000192,4209409,Laguna,SC,2,2,2,130250.0,1.0,1.0
06894325000141,4202107,Barra Velha,SC,5,3,5,5906139.08,1.0,135.0
06916689000185,3509502,Campinas,SP,1,1,1,7780.0,0.0,2.0
07381646000105,3540606,Porto Feliz,SP,1,1,1,1186.8,0.0,3.0
07477835000186,5004700,Ivinhema,MS,1,1,1,1350.0,0.0,12.0
07556717000163,5212501,Luziânia,GO,2,2,2,10347.5,0.0,1.0
07633040000110,4202107,Barra Velha,SC,5,3,5,5910215.62,1.0,135.0
07750478000188,3551702,Sertãozinho,SP,1,1,1,245600.0,0.0,27.0
07777639000127,5210109,Ipameri,GO,3,3,3,82882.0,0.0,14.0
07791947000107,5206909,Davinópolis,GO,1,1,1,132000.0,0.0,5.0
07806941000166,4212908,Pinhalzinho,SC,6,1,6,6541286.0,1.0,0.0
07821223000169,4202404,Blumenau,SC,2,1,2,41667.84,1.0,1.0
07854402000100,4202008,Balneário Camboriú,SC,9,9,9,37545631.89,0.1111111111111111,29.0
07861802000135,5210208,Iporá,GO,1,1,1,2559.25,0.0,79.0
07865433000159,4119905,Ponta Grossa,PR,1,1,1,903000.0,0.0,1.0
07900983000161,3306156,Varre-Sai,RJ,1,1,1,154800.0,1.0,1.0
08082743000160,3550308,São Paulo,SP,3,3,3,720278.4,0.3333333333333333,9.0
