orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00124346000100,5221452,Trombas,GO,19,12,13,237840.84,0.0,145.0
00204125000133,2704302,Maceió,AL,1,1,1,21502.5,1.0,6.0
00663808000159,5205406,Ceres,GO,1,1,1,360.0,0.0,49.0
00955107000193,3543907,Rio Claro,SP,8,5,7,103499.49,0.0,13.0
01071994000108,4120358,Pranchita,PR,1,1,1,24250.0,0.0,0.0
01282378000198,4217105,São Martinho,SC,2,2,2,12986.56,0.5,1.0
01349236000109,4202800,Braço do Norte,SC,12,2,8,81431.27,1.0,1.0
01404511000131,4305108,Caxias do Sul,RS,6,3,2,3020.0,0.0,4.0
01465988000127,5213103,Mineiros,GO,7,5,6,18342.03,0.0,0.0
01600293000100,4214904,Rio Fortuna,SC,1,1,1,1794.0,1.0,1.0
01648573000199,3303955,Pinheiral,RJ,1,1,1,44489.7,0.0,5.0
01655283000172,2109452,Raposa,MA,1,1,1,12700.0,0.0,7.0
01743462000161,4210605,Massaranduba,SC,5,1,4,1175.76,1.0,1.0
01746653000187,4208807,Jaguaruna,SC,36,17,29,49521.388,1.0,1.0
01746656000110,4208807,Jaguaruna,SC,1,1,1,6672.51,0.0,15.0
01815216000178,5218805,Rio Verde,GO,2,1,2,284446.8,0.0,8.0
01877528000106,4202107,Barra Velha,SC,2,2,2,31320.6,0.0,0.0
01935036000120,4207304,Imbituba,SC,1,1,1,323.2,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,11,6,10,10058.02,1.0,1.0
01977854000195,5220702,Sítio d'Abadia,GO,14,11,12,388246.1,0.0,56.0
02073207000111,4206108,Grão-Pará,SC,17,7,15,17823.715,1.0,1.0
02180700000130,4215802,São Bento do Sul,SC,1,1,1,5469.8,1.0,1.0
02396675000127,4218004,Tijucas,SC,2,1,1,8790.0,1.0,5.0
02406542000194,4215802,São Bento do Sul,SC,6,4,5,2388.76,1.0,1.0
02482295000105,4208450,Itapoá,SC,3,3,3,55415.97,0.6666666666666666,1.0
02571926000162,5220009,São João d'Aliança,GO,1,1,1,6965.0,0.0,6.0
02581343000112,3506359,Bertioga,SP,5,5,5,17301.7,0.0,10.0
02762633000162,2914802,Itabuna,BA,8,5,8,34454606.83,0.0,10.5
02920909000193,3133709,Itatiaiuçu,MG,3,3,3,5674.5,1.0,8.0
03230443000167,4211702,Orleans,SC,19,13,16,48361.11,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,17,5,11,6412.605,1.0,1.0
03387174000147,5211909,Jataí,GO,4,2,4,27397.33,0.75,15.0
03405084000131,3301306,Casimiro de Abreu,RJ,1,1,1,14998.8,0.0,0.0
03752747000194,4215703,Santo Amaro da Imperatriz,SC,1,1,1,598.8,0.0,0.0
03842931000125,4208203,Itajaí,SC,3,3,2,3547.55,1.0,1.0
03869208000130,4115200,Maringá,PR,2,2,2,6679285.8,0.0,37.0
03937163000193,4202107,Barra Velha,SC,1,1,1,12797.9,0.0,0.0
04106469000160,3512209,Conchal,SP,1,1,1,16200.0,0.0,8.0
04244525000123,5220009,São João d'Aliança,GO,7,2,5,59378.1,0.0,1.0
04326257000199,4102901,Bituruna,PR,10,6,10,3463481.8099999996,0.0,57.0
04395067000123,1100049,Cacoal,RO,1,1,1,90033.0,0.0,49.0
04691691000178,3549805,São José do Rio Preto,SP,9,7,8,13410625.2501,0.0,0.0
04729502000109,3541406,Presidente Prudente,SP,3,1,3,2020.4299999999998,0.0,1.0
04794805000105,3541406,Presidente Prudente,SP,6,5,5,8886.01,0.0,12.5
04830099000100,3132503,Itamarandiba,MG,1,1,1,282.23,0.0,23.0
04903989000102,4314100,Passo Fundo,RS,1,1,1,22840.0,0.0,5.0
05055033000152,1501402,Belém,PA,6,6,6,9025633.48,0.0,23.0
05106805000138,5204805,Campo Alegre de Goiás,GO,7,1,3,26242.0,0.0,9.0
05169884000126,5215504,Ouvidor,GO,27,4,25,380664.17,0.0,26.0
05309993000100,3513009,Cotia,SP,2,2,2,30660.0,0.0,33.5
05509957000181,5200803,Alvorada do Norte,GO,1,1,1,21000.0,0.0,53.0
05606204000194,3203403,Mimoso do Sul,ES,1,1,1,7400.0,0.0,14.0
05613121000122,5204508,Caldas Novas,GO,2,1,2,5020.0,0.0,0.0
05774805000106,4216602,São José,SC,4,3,3,19787.0,1.0,1.0
06016527000190,5107602,Rondonópolis,MT,1,1,1,18900.0,0.0,16.0
06060724000107,1504208,Marabá,PA,1,1,1,1712.0,0.0,5.0
06073250000138,4207106,Ilhota,SC,2,2,2,3982.39,1.0,1.0
06073458000157,1713809,Palmeiras do Tocantins,TO,5,2,5,1149914.74,0.0,120.0
06075901000129,5221007,Taquaral de Goiás,GO,1,1,1,49000.0,0.0,51.0
06079623000188,1501303,Barcarena,PA,1,1,1,303639.6,1.0,1.0
06089125000116,4207908,Irineópolis,SC,8,4,4,19701.731,1.0,5.0
