orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00634997000131,3167202,Sete Lagoas,MG,1,1,1,729237.0,0.0,42.0
00955107000193,3543907,Rio Claro,SP,3,2,3,165784.0,0.0,34.0
01072474000101,2507507,João Pessoa,PB,5,5,5,1364900.0,0.0,18.0
01280363000190,4209102,Joinville,SC,1,1,1,11761722.0,0.0,1.0
01420402000108,1504208,Marabá,PA,1,1,1,6620.0,0.0,1.0
01465988000127,5213103,Mineiros,GO,12,2,6,50718.56,0.0,140.0
01746653000187,4208807,Jaguaruna,SC,31,1,20,78600.8495,1.0,1.0
01814099000128,5209101,Goiatuba,GO,1,1,1,52572.0,0.0,6.0
01815216000178,5218805,Rio Verde,GO,20,5,20,10300258.85,0.0,25.0
01941360000150,4203303,Campo Alegre,SC,1,1,1,1889.0,1.0,1.0
02073207000111,4206108,Grão-Pará,SC,29,12,25,25597.448,1.0,1.0
02236374000136,3109402,Buritizeiro,MG,1,1,1,1200.0,0.0,5.0
02247113000111,4209003,Joaçaba,SC,1,1,1,11456.5,1.0,1.0
02318953000128,4107736,Fernandes Pinheiro,PR,3,3,3,34182.72,0.0,139.0
02454641000141,4205506,Fraiburgo,SC,1,1,1,60000.0,1.0,42.0
02482295000105,4208450,Itapoá,SC,7,2,6,334009.3,0.8571428571428571,1.0
02524947000127,3301876,Iguaba Grande,RJ,1,1,1,3044.0,0.0,21.0
02694244000147,5000609,Amambai,MS,1,1,1,3999.0,0.0,1.0
03347877000141,4218509,Treze Tílias,SC,1,1,1,13149.8,1.0,1.0
03347885000198,4218509,Treze Tílias,SC,40,10,29,43773.692,1.0,1.0
03852808000195,5205455,Cezarina,GO,1,1,1,31362.72,0.0,13.0
04073373000143,3540705,Porto Ferreira,SP,1,1,1,19080.0,0.0,41.0
04338442000101,5213103,Mineiros,GO,1,1,1,97401.35,0.0,26.0
04691691000178,3549805,São José do Rio Preto,SP,12,9,11,983017.14,0.0,51.0
05029092000156,4203907,Capinzal,SC,61,3,28,292360.7505,1.0,1.0
05055033000152,1501402,Belém,PA,1,1,1,176640.0,0.0,7.0
05065658000103,3104106,Arceburgo,MG,2,2,2,12340.08,0.0,9.5
05211356000198,3550407,São Pedro,SP,125,91,98,1499245.82,0.0,209.0
05245375000135,3550308,São Paulo,SP,2,2,2,8779425.6,0.0,84.0
05301040000197,5007695,São Gabriel do Oeste,MS,2,1,2,175520.0,0.0,89.5
05510098000140,3550308,São Paulo,SP,1,1,1,322797.96,0.0,50.0
05522917000170,2211001,Teresina,PI,1,1,1,818350.0,1.0,25.0
05613121000122,5204508,Caldas Novas,GO,2,1,1,3254.01,0.0,0.0
05626770000168,3550308,São Paulo,SP,10,6,9,10708040.42,0.3,117.0
05629151000127,3550308,São Paulo,SP,3,3,3,2708926.5500000003,0.0,40.0
05900797000105,3150703,Pirajuba,MG,1,1,1,31395.0,0.0,7.0
06017932000123,4205506,Fraiburgo,SC,2,2,2,446406.36,0.5,29.0
06068089000104,5107958,Tangará da Serra,MT,1,1,1,5395529.5,0.0,190.0
06069513000135,3169356,Três Marias,MG,1,1,1,3600.0,0.0,50.0
06089125000116,4207908,Irineópolis,SC,11,3,9,10951.52,1.0,1.0
06129491000151,5208509,Goiandira,GO,4,4,4,71399.0,0.0,0.0
07104377000130,3507902,Brotas,SP,16,11,13,127189.91,0.0,10.0
07276220000191,3106200,Belo Horizonte,MG,1,1,1,983.0,0.0,0.0
07314524000104,5200506,Aloândia,GO,1,1,1,84000.0,0.0,10.0
07340643000123,3114204,Carmo do Cajuru,MG,1,1,1,863.66,0.0,10.0
07347646000199,3162252,São João da Lagoa,MG,1,1,1,9600.0,0.0,7.0
07381646000105,3540606,Porto Feliz,SP,1,1,1,26400.0,0.0,10.0
07505809000114,4106902,Curitiba,PR,1,1,1,44280.0,0.0,32.0
07556356000155,3526803,Lençóis Paulista,SP,2,2,2,1458.0,0.0,32.5
07711512000105,3140001,Mariana,MG,2,1,2,269440.0,0.0,19.0
07742778000115,2311405,Quixeramobim,CE,1,1,1,53710.0,0.0,0.0
07865433000159,4119905,Ponta Grossa,PR,1,1,1,21840.0,0.0,53.0
07933452000175,4211900,Palhoça,SC,2,2,2,87640.84,0.0,4.0
08184821000137,4209102,Joinville,SC,78,24,60,1819315.79,1.0,0.0
08218991000195,2914802,Itabuna,BA,1,1,1,144000.0,0.0,0.0
08259606000158,4208203,Itajaí,SC,1,1,1,1100.0,1.0,20.0
08281643000162,4215802,São Bento do Sul,SC,25,4,14,158495.8206,1.0,1.0
08289417000128,4212304,Paulo Lopes,SC,2,2,2,1380.0,1.0,2.5
08451643000163,2403608,Extremoz,RN,1,1,1,1295867.4,0.0,3.0
08543762000146,4205704,Garopaba,SC,2,2,2,206602.0,0.0,19.0
08595042000124,4203600,Campos Novos,SC,50,4,25,263711.3472,1.0,1.0
08674396000164,2508901,Mamanguape,PB,3,2,3,248920.0,0.0,97.0
08857731000160,4206009,Governador Celso Ramos,SC,4,3,3,81421.48,1.0,9.5
08858200000191,4211504,Nova Trento,SC,104,10,34,125611.6189,1.0,1.0
08885069000151,4127700,Toledo,PR,2,2,2,1947002.72,0.0,532.0
09129733000103,4212908,Pinhalzinho,SC,1,1,1,118300.0,0.0,0.0
09403680000169,3550704,São Sebastião,SP,32,28,25,245833.93,0.0,45.5
09522642000125,4214300,Rancho Queimado,SC,4,3,4,38078.97,1.0,1.0
09579148000105,3537107,Pedreira,SP,9,1,9,196841.6,0.0,8.0
09583958000127,3522208,Itapecerica da Serra,SP,1,1,1,27422.1,0.0,110.0
10295311000189,2304459,Fortim,CE,1,1,1,7500.0,0.0,9.0
10324957000147,4202131,Bela Vista do Toldo,SC,47,10,32,29444.5604,1.0,1.0
10391817000191,4204004,Catanduvas,SC,62,15,34,49849.2989,1.0,1.0
10396929000135,4219507,Xanxerê,SC,72,11,47,652897.0329999999,1.0,1.0
10414835000141,3203205,Linhares,ES,2,2,2,10800050.0,0.0,1.5
10429180000185,4209854,Lindóia do Sul,SC,15,5,11,9777.55,1.0,1.0
10465435000165,4219101,Vargeão,SC,8,3,5,10291.64,1.0,1.0
10469199000155,4214805,Rio do Sul,SC,15,2,12,28396.53,1.0,1.0
