orgao_cnpj,municipio_ibge,municipio,uf,instrumentos,compras,fornecedores,valor_inicial,share_origem_externa,lag_mediano
00262940000159,3102308,Alvinópolis,MG,1,1,1,15600.0,0.0,0.0
00421772000105,5213103,Mineiros,GO,1,1,1,251200.0,0.0,43.0
00460408000146,3110608,Cambuí,MG,2,2,2,8705.5,0.0,25.0
00483887000116,4209409,Laguna,SC,1,1,1,56835.11,0.0,1.0
00708056000103,3303708,Paraíba do Sul,RJ,3,3,3,72474.0,0.0,44.0
00801529000104,3169703,Turmalina,MG,2,2,2,10812.0,0.0,28.0
00955107000193,3543907,Rio Claro,SP,81,3,21,1497379.74,0.0,77.0
00999472000108,5220454,Senador Canedo,GO,1,1,1,96000.0,0.0,29.0
01072474000101,2507507,João Pessoa,PB,1,1,1,117990.0,0.0,7.0
01134736000115,3300803,Cachoeiras de Macacu,RJ,4,4,4,567578.28,0.0,2.0
01197548000136,3301009,Campos dos Goytacazes,RJ,2,2,2,121943.5,0.0,106.0
01203660000132,5201306,Anicuns,GO,1,1,1,11250.0,0.0,3.0
01280363000190,4209102,Joinville,SC,2,2,2,12134.61,0.0,1.0
01282378000198,4217105,São Martinho,SC,1,1,1,20659.02,1.0,4.0
01397083000167,4216503,São Joaquim,SC,1,1,1,507.5,1.0,1.0
01420402000108,1504208,Marabá,PA,5,2,5,39906.2,1.0,2.0
01610999000153,4203303,Campo Alegre,SC,1,1,1,507.5,1.0,1.0
01746653000187,4208807,Jaguaruna,SC,21,9,17,42511.65,1.0,1.0
01815216000178,5218805,Rio Verde,GO,4,4,4,4259028.35,0.0,2.0
01823752000115,4208203,Itajaí,SC,4,1,1,26632.0,1.0,1.0
01842192000146,4203907,Capinzal,SC,1,1,1,9900.0,0.0,1.0
01850671000104,4203600,Campos Novos,SC,3,2,2,907.5,1.0,1.0
01877528000106,4202107,Barra Velha,SC,1,1,1,3259.8,1.0,1.0
01941360000150,4203303,Campo Alegre,SC,48,10,33,102464.2132,1.0,1.0
02061040000179,4203600,Campos Novos,SC,2,1,2,2974.0,1.0,1.5
02073207000111,4206108,Grão-Pará,SC,1,1,1,2039.49,1.0,7.0
02180700000130,4215802,São Bento do Sul,SC,2,2,2,27420.0,0.5,2.5
02246138000109,3304524,Rio das Ostras,RJ,1,1,1,3882.0,0.0,0.0
02316487000141,5213103,Mineiros,GO,2,1,2,186277.72,0.0,0.5
02362976000130,4208203,Itajaí,SC,3,2,3,745496.5,0.3333333333333333,2.0
02482295000105,4208450,Itapoá,SC,12,6,6,305798.04000000004,1.0,2.0
02762633000162,2914802,Itabuna,BA,3,1,3,504000.0,0.0,8.0
02920909000193,3133709,Itatiaiuçu,MG,1,1,1,1094.72,1.0,44.0
02994421000100,3143906,Muriaé,MG,2,2,2,25875.0,0.0,1.5
03230443000167,4211702,Orleans,SC,3,2,2,1749.0,1.0,8.0
03264792000108,4216206,São Francisco do Sul,SC,8,2,8,53058.55100000001,1.0,1.0
03347877000141,4218509,Treze Tílias,SC,2,2,2,893.0,1.0,2.0
03347885000198,4218509,Treze Tílias,SC,16,9,14,12748.465,1.0,1.0
03587269000104,5201306,Anicuns,GO,2,2,2,194436.4,0.0,0.5
03752747000194,4215703,Santo Amaro da Imperatriz,SC,1,1,1,36000.0,0.0,0.0
03842931000125,4208203,Itajaí,SC,7,6,6,43825.1,1.0,1.0
04189915000148,3145604,Oliveira,MG,1,1,1,55000.0,0.0,0.0
04200511000108,4201307,Araquari,SC,7,4,5,1362.47,1.0,1.0
04244525000123,5220009,São João d'Aliança,GO,6,4,4,80828.4,0.0,0.0
04407139000105,5217609,Planaltina,GO,1,1,1,240.0,0.0,0.0
04529388000173,4212809,Balneário Piçarras,SC,1,1,1,25000.0,0.0,0.0
04691691000178,3549805,São José do Rio Preto,SP,6,6,6,1363338.0,0.0,5.0
04729502000109,3541406,Presidente Prudente,SP,4,4,4,41492.659999999996,0.0,12.0
04838209000180,4219150,Vargem,SC,1,1,1,759652.01,1.0,7.0
04851923000108,4109807,Ibiporã,PR,1,1,1,6000.0,0.0,366.0
04869559000103,2408102,Natal,RN,1,1,1,477500.0,0.0,1.0
04973965000111,5208707,Goiânia,GO,8,1,8,25519.2,0.0,30.0
05002963000148,5213103,Mineiros,GO,1,1,1,4576.31,0.0,2.0
05029092000156,4203907,Capinzal,SC,11,6,9,88488.75,1.0,2.0
05054133000164,2914802,Itabuna,BA,1,1,1,2326652.79,0.0,24.0
05168149000106,5211701,Jandaia,GO,1,1,1,797.0,0.0,26.0
05245375000135,3550308,São Paulo,SP,1,1,1,13724714.76,0.0,29.0
05309627000142,2303709,Caucaia,CE,1,1,1,61100.0,0.0,3.0
05322181000196,5219258,Santa Fé de Goiás,GO,4,4,4,81600.0,0.0,140.0
05494401000169,3550308,São Paulo,SP,3,3,3,4741897.79,0.0,21.0
05509957000181,5200803,Alvorada do Norte,GO,1,1,1,290.0,0.0,30.0
05522917000170,2211001,Teresina,PI,1,1,1,404460.0,0.0,7.0
05532421000187,4209300,Lages,SC,3,3,3,380.26,1.0,2.0
05568854000192,5200258,Águas Lindas de Goiás,GO,2,2,2,18300.0,0.0,43.0
05593119000139,5204508,Caldas Novas,GO,2,1,2,82080.0,0.0,2.5
05636771000193,3550308,São Paulo,SP,1,1,1,5322999.96,0.0,35.0
05774805000106,4216602,São José,SC,4,1,4,2335.02,1.0,1.0
05806495000164,5211909,Jataí,GO,2,2,2,24030.0,0.0,21.0
05864543000170,2604601,Condado,PE,4,4,4,179200.0,0.0,142.5
06073250000138,4207106,Ilhota,SC,2,1,1,8010.0,1.0,16.0
06088862000102,3147105,Pará de Minas,MG,3,2,2,118872.03,0.3333333333333333,15.0
06089125000116,4207908,Irineópolis,SC,7,3,6,2248.26,1.0,0.0
06129491000151,5208509,Goiandira,GO,4,3,4,7272.0,0.0,0.0
06217954000137,2101707,Barreirinhas,MA,6,1,1,10137482.17,0.0,3.0
06231312000192,4209409,Laguna,SC,23,3,17,229648.6924,1.0,2.0
07222467000125,5210000,Inhumas,GO,10,3,8,962411.57,0.1,0.0
07556717000163,5212501,Luziânia,GO,6,5,5,116448.6,0.0,0.5
07733475000136,2102325,Buriticupu,MA,2,2,2,43420.0,0.0,21.5
07791947000107,5206909,Davinópolis,GO,2,2,2,84400.0,0.0,110.0
07900983000161,3306156,Varre-Sai,RJ,5,4,5,653493.96,0.2,35.0
08083086000175,5203302,Bela Vista de Goiás,GO,55,8,30,325473.35,0.0,10.0
08184821000137,4209102,Joinville,SC,40,8,22,1186296.5,1.0,1.0
08257417000146,2925303,Porto Seguro,BA,2,2,2,1146193.2,0.0,292.0
08259606000158,4208203,Itajaí,SC,7,3,6,51861.72,1.0,1.0
08281643000162,4215802,São Bento do Sul,SC,9,7,9,17643.526,1.0,1.0
08345495000100,4201307,Araquari,SC,10,4,10,34711.840000000004,0.9,1.0
08351513000159,5204003,Cabeceiras,GO,1,1,1,31500.0,0.0,71.0
08434600000170,3505708,Barueri,SP,1,1,1,2130.0,0.0,14.0
08595187000125,2903201,Barreiras,BA,3,2,3,1806624.5,0.0,364.0
08673415000138,1100924,Chupinguaia,RO,1,1,1,124719.75,1.0,0.0
08682079000190,3114204,Carmo do Cajuru,MG,2,2,2,326000.0,0.0,0.0
08690876000119,4122404,Rolândia,PR,1,1,1,5320.0,0.0,8.0
08692266000154,4203709,Canelinha,SC,1,1,1,2526.0,1.0,1.0
08715618000140,2507507,João Pessoa,PB,8,3,8,854504.86,0.0,10.0
08806043000170,4216909,São Lourenço do Oeste,SC,1,1,1,125.16,1.0,1.0
08806721000103,2507507,João Pessoa,PB,3,3,3,22703646.29,0.0,156.0
08858200000191,4211504,Nova Trento,SC,12,6,10,20244.608,1.0,0.0
08931506000126,4128104,Umuarama,PR,1,1,1,9826.0,0.0,14.0
08971900000198,4217253,São Pedro de Alcântara,SC,30,8,25,13659.425,1.0,1.0
08999257000100,4202305,Biguaçu,SC,8,6,8,142913.0,0.75,1.0
09097711000109,5220454,Senador Canedo,GO,1,1,1,840000.0,0.0,39.0
09240588000125,4218707,Tubarão,SC,5,5,5,241735.46,1.0,1.0
09332615000190,5203807,Britânia,GO,15,4,15,1363221.96,0.0,23.0
09403680000169,3550704,São Sebastião,SP,10,10,10,69176.48,0.0,27.0
09522642000125,4214300,Rancho Queimado,SC,2,2,2,1010.2,1.0,0.5
09579148000105,3537107,Pedreira,SP,1,1,1,579000.0,0.0,12.0
09626556000162,3526902,Limeira,SP,2,2,2,7929.6,0.0,2.5
09688688000119,5210000,Inhumas,GO,2,1,2,5065.700000000001,1.0,4.0
10157678000136,4218707,Tubarão,SC,1,1,1,1250.0,1.0,0.0
10298905000143,5221601,Uruaçu,GO,1,1,1,140825.0,0.0,4.0
10321417000100,2309458,Ocara,CE,1,1,1,92800.0,1.0,119.0
10377912000130,4215000,Rio Negrinho,SC,9,6,9,23016.0,1.0,0.0
10391817000191,4204004,Catanduvas,SC,28,5,19,23873.783,1.0,1.0
10396929000135,4219507,Xanxerê,SC,14,6,11,63499.64,1.0,1.0
10429180000185,4209854,Lindóia do Sul,SC,10,2,9,3369.118,1.0,0.5
10455823000165,4204301,Concórdia,SC,60,5,26,928897.3523,1.0,2.0
10465644000109,5201702,Aragarças,GO,5,3,3,90686.37,0.0,72.0
10467921000112,1500602,Altamira,PA,1,1,1,118798.0,0.0,23.0
10469199000155,4214805,Rio do Sul,SC,3,3,3,3091.2,1.0,1.0
10472663000162,5211701,Jandaia,GO,2,2,2,464050.0,0.0,13.0
10476365000140,3302254,Itatiaia,RJ,1,1,1,985000.0,0.0,16.0
10478051000187,4208609,Jaborá,SC,6,4,5,209988.56,0.8333333333333334,1.0
10481963000108,4200754,Alto Bela Vista,SC,4,2,3,6604.3,1.0,1.0
10485444000118,4211603,Nova Veneza,SC,1,1,1,1000000.0,0.0,0.0
10488181000109,2610905,Pesqueira,PE,1,1,1,43200.0,0.0,20.0
10496025000181,5221007,Taquaral de Goiás,GO,1,1,1,175.2,0.0,1.0
10496698000131,4205308,Faxinal dos Guedes,SC,16,8,15,12031.53,1.0,1.0
10518108000124,2300754,Amontada,CE,1,1,1,6000.0,1.0,22.0
10532003000120,4200101,Abelardo Luz,SC,25,8,20,84696.33,1.0,0.0
10540697000147,4205456,Forquilhinha,SC,47,18,32,162873.898,1.0,1.0
10552903000139,4204905,Descanso,SC,8,4,6,20632.34,1.0,1.0
10565436000181,4217006,São Ludgero,SC,11,5,9,16324.74,1.0,1.0
10568451000183,4207304,Imbituba,SC,30,5,25,43847.6792,1.0,1.0
10593919000190,5215603,Padre Bernardo,GO,8,5,8,600888.3200000001,0.0,24.0
10594533000100,4209003,Joaçaba,SC,5,5,5,27817.5,1.0,2.0
10596772000191,4214706,Rio dos Cedros,SC,4,1,4,2502.6,1.0,1.0
10698251000145,4218400,Treze de Maio,SC,1,1,1,49825.0,0.0,0.0
