variaveis,rho,p,n
hhi_norm_vs_log_despesa,0.21887891314615865,1.7989245068907424e-14,1199
hhi_norm_vs_log_populacao,0.2220146147773937,7.435774647254737e-15,1199
hhi_norm_vs_log_despesa_per_capita,-0.08233701307736162,0.004331944824400305,1199
hhi_norm_vs_procurement_intensity_parcial,0.006121893453225489,0.8322934094299974,1199
exposicao_strength_vs_log_despesa,0.1655827426398076,8.048486438549713e-09,1199
exposicao_strength_vs_log_populacao,0.17308619700355884,1.6122324861493157e-09,1199
exposicao_strength_vs_log_despesa_per_capita,-0.08287896392403864,0.004081883936851407,1199
