criterio,n,portfolio_hhi_mediana,portfolio_hhi_norm_mediana,count_hhi_mediana,count_hhi_norm_mediana,portfolio_neff_mediana,portfolio_cr1_mediana,portfolio_cr4_mediana,portfolio_hhi_maior_count_hhi_pct,hidden_exposure_pct,spearman_hhi_norm_exposure_strength_global
3/5,1013,0.24700389938117137,0.15322556463155643,0.09090909090909091,0.006944444444444459,4.048519082108985,0.392956345482527,0.8245484141925796,97.82823297137216,13.326752221125371,"{'rho': 0.3817231822775144, 'p': 1.742031158345446e-36, 'n': 1013}"
5/10,670,0.18767700132364035,0.13314278271995414,0.056744671201814055,0.00900104512381213,5.328303797923935,0.3299435929022634,0.712796086051326,97.76119402985076,13.880597014925373,"{'rho': 0.36352446797443017, 'p': 2.3185188645614176e-22, 'n': 670}"
5/20,409,0.14286054370760848,0.11123179905698256,0.03602922650541698,0.011165871130678982,6.999833362294154,0.2713139807656889,0.6176253937567112,96.82151589242054,14.66992665036675,"{'rho': 0.32800124880293813, 'p': 1.030320102531072e-11, 'n': 409}"
10/20,404,0.13929805207572815,0.1068181672436122,0.035708236725831906,0.01110790001737201,7.17887168960914,0.2703990168965559,0.6135440340729443,97.77227722772277,14.356435643564355,"{'rho': 0.33041499352582077, 'p': 9.560724925178646e-12, 'n': 404}"
