orgao_cnpj,valor_total,n_instrumentos,n_fornecedores,portfolio_hhi,count_hhi,portfolio_cr1,portfolio_cr4,portfolio_neff,portfolio_hhi_norm,count_hhi_norm,hhi_gap_value_count,hhi_norm_gap_value_count,exposicao_degree_global,exposicao_strength_global
00091238000170,454688.32,8,6,0.3434430514204432,0.1875,0.4398615957410122,0.992549379759744,2.9116908781939497,0.21213166170453182,0.02500000000000001,0.15594305142044318,0.18713166170453183,0.41044998490502194,0.7618769571576134
00094350000164,238365.99,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.40607033524975733,0.8274471738968118
00118735000114,102783.1,7,7,0.5567699556394303,0.14285714285714285,0.7344986675825111,0.9490164239062648,1.7960739258129255,0.48289828157933534,0.0,0.4139128127822875,0.48289828157933534,0.47449166749272886,0.5966588301571802
00202770000117,361050.62,2,2,0.7719240951242103,0.5,0.8687303182030265,1.0,1.2954641606816146,0.5438481902484207,0.0,0.27192409512421034,0.5438481902484207,0.40607033524975733,0.8254979069011108
00204125000133,120184.12999999999,14,14,0.22974939318623464,0.07142857142857142,0.40737491713756213,0.7475609300495831,4.352568623279892,0.17049934650825269,0.0,0.1583208217576632,0.17049934650825269,0.51057442101681,0.4619282765289749
00237347000152,10600.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.40607033524975733,0.31620996042708877
00282872000190,215000.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.40607033524975733,0.8172926155454342
00343828000142,23700.0,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.9473605614873442,0.6828193832599119
00421772000105,6422.07,4,3,0.6522880525960196,0.375,0.7810285468704016,1.0,1.5330650255207543,0.47843207889402944,0.06250000000000001,0.27728805259601963,0.41593207889402944,0.5343230159001722,0.3769286291437017
00426641000102,61493.64,4,4,0.29091305020641123,0.25,0.34149873060043284,1.0,3.437453215971133,0.054550733608548306,0.0,0.04091305020641123,0.054550733608548306,0.461969893865604,0.4441111667704677
00444435000125,144666.04,6,5,0.5445937318732879,0.22222222222222227,0.691357833531629,0.9917050331923096,1.836231196712842,0.43074216484160976,0.027777777777777818,0.3223715096510656,0.402964387063832,0.8837431127661843,0.8045413396257388
00460408000146,143314.96000000002,9,9,0.47366390635218764,0.1111111111111111,0.6698533077077229,0.9136335801928843,2.1112016064328554,0.4078718946462111,0.0,0.36255279524107653,0.4078718946462111,0.4850657765832779,0.6188052975440784
00536717000152,534139.95,14,14,0.09034195167764238,0.07142857142857142,0.123563122361471,0.4598221496070459,11.069054646596458,0.02036825565284564,0.0,0.018913380249070952,0.02036825565284564,0.5210052455913683,0.6493796060030529
00569168000112,120844.84,8,8,0.9811605689885691,0.125,0.9905263642204334,0.9963079102094885,1.0192011701314614,0.9784692217012217,0.0,0.8561605689885691,0.9784692217012217,0.9854104618239747,0.9801533211704068
00634997000131,4335146.0,4,4,0.2990115852751548,0.25,0.4212084206621876,1.0,3.3443520226140584,0.06534878036687308,0.0,0.04901158527515481,0.06534878036687308,0.4940046502140822,0.9584266198325291
00652007000198,22067.76,3,3,0.8258317123530239,0.3333333333333333,0.9062995066105487,1.0000000000000002,1.2109004595509203,0.7387475685295358,0.0,0.49249837901969057,0.7387475685295358,0.9844968627002232,0.9492387938270685
00675468000186,2154583.44,1,1,1.0,1.0,1.0,1.0,1.0,,,0.0,,0.40607033524975733,0.972522959755096
00715411000163,109200.0,2,2,0.5073058809322546,0.5,0.5604395604395604,1.0,1.9711973339681026,0.014611761864509187,0.0,0.007305880932254594,0.014611761864509187,0.40607033524975733,0.6102720545339824
